Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2024-12-31,"TRUGO TECH focuses on the research, development, and manufacturing of wire-controlled chassis.",TRUGO TECH,https://www.crunchbase.com/organization/trugo-tech,"Industrial, Information Technology, Manufacturing","Jiading, Shanghai, China, Asia",Series B - TRUGO TECH,https://www.crunchbase.com/funding_round/trugo-tech-series-b--786efc39,13,"Aotu Capital, Baolong Technology, Blue Lake Capital, Changjiang Chebai Fund, Changshu Jingkai Development Fund, FAW Investment, Fibonacci VC, Fortune Venture Capital, Guangzhou Development District Industrial Fund, Sinoking Capital, UOB Venture, Winreal Investment, Zhixing Qiyuan",Early Stage Venture,,Series B,1,400000000,CNY,54808786,,,,400000000,CNY,54808786,Yes,,https://www.trugotech.cn/,,Early Stage Venture,,"6,931",
2024-12-23,Sophon is a material handling technology service company.,Sophon,https://www.crunchbase.com/organization/sophon-32a7,"Advanced Materials, Manufacturing, Market Research","Guangdong, Jilin, China, Asia",Venture Round - Sophon,https://www.crunchbase.com/funding_round/sophon-32a7-series-unknown--b683e14e,3,"Changshu Guofa Venture, Fortune Venture Capital, Su Venture Capital",,Fortune Venture Capital,Venture - Series Unknown,2,100000000,CNY,13702384,,,,100000000,CNY,13702384,Yes,,https://www.gdsophon.com/,,,,"7,087",
2024-12-02,"Gaofu Power provides product research, product development, production, and sales services.",Gaofu Power,https://www.crunchbase.com/organization/gaofu-power-8068,Manufacturing,"Haidian, Beijing, China, Asia",Series A - Gaofu Power,https://www.crunchbase.com/funding_round/gaofu-power-8068-series-a--8376f7ef,1,Ying Capital,Early Stage Venture,Ying Capital,Series A,3,,,,,,,100000000,CNY,15709685,Yes,,http://www.hsspower.cn/,,Early Stage Venture,,"7,109",
2024-12-09,"GCL Optoelectronics is a supplier of perovskite solar modules, focusing on the R&D and production of perovskite solar modules.",GCL Optoelectronics,https://www.crunchbase.com/organization/gcl-optoelectronics,"Battery, Energy, Solar","Kunshan, Anhui, China, Asia",Series C - GCL Optoelectronics,https://www.crunchbase.com/funding_round/gcl-optoelectronics-series-c--1054ed69,4,"GoldStone Investment, Hanyang Capital, HSG, Kunshan Gaoxin Jituan",Late Stage Venture,GoldStone Investment,Series C,3,500000000,CNY,68865781,,,,1000000000,CNY,140798912,Yes,,http://www.gcl-perovskite.com/,,Late Stage Venture,,"7,366",
2024-12-26,BoPixel is a supplier of machine vision core components for customers.,BoPixel,https://www.crunchbase.com/organization/bopixel,"Electronics, Machinery Manufacturing, Manufacturing","Beijing, Beijing, China, Asia",Series A - BoPixel,https://www.crunchbase.com/funding_round/bopixel-series-a--444dfc3e,2,"Beijing Venture Capital, SDIC Venture Capital",Early Stage Venture,"Beijing Venture Capital, SDIC Venture Capital",Series A,4,100000000,CNY,13701821,,,,360000000,CNY,51180137,Yes,,http://bopixel.com/,,Early Stage Venture,,"7,371",
2024-12-26,Wire Control Technology is a wire-controlled robot developer committed to the industrial application.,Wire Control Technology,https://www.crunchbase.com/organization/wire-control-technology,"Industrial Engineering, Manufacturing, Robotics","Nanjing, Jiangsu, China, Asia",Seed Round - Wire Control Technology,https://www.crunchbase.com/funding_round/wire-control-technology-seed--6e690c90,2,"Qingyan Tiansheng, Seas Capital",Seed,Seas Capital,Seed,2,,,,,,,,,,Yes,,http://www.cablebotx.com/,,Seed,,"7,428",
2024-12-30,ICT Developer is a domestic green and sustainable fuel company.,ICT Developer,https://www.crunchbase.com/organization/ict-developer,"Fuel, GreenTech, Sustainability","Shanghai, Shanghai, China, Asia",Series A - ICT Developer,https://www.crunchbase.com/funding_round/ict-developer-series-a--54c0bfe2,6,"CAS Star, CASVC, Juxin, National Green Development Fund, Pianxuan Private Equity Fund, Shanghai Lianhe Investment",Early Stage Venture,"National Green Development Fund, Shanghai Lianhe Investment",Series A,1,,,,,,,,,,Yes,,http://gict-developer.com/,,Early Stage Venture,3,"7,592",
2024-12-26,SpacemiT is a computing chip company developing natively integrated cloud-edge-device architecture.,SpacemiT,https://www.crunchbase.com/organization/spacemit,"Cloud Computing, Manufacturing, Semiconductor","Hangzhou, Zhejiang, China, Asia",Series A - SpacemiT,https://www.crunchbase.com/funding_round/spacemit-series-a--90a055c3,4,"Beijing State-owned Capital Operations and Management, Brizan Investments, Yuhang Jinkong, Yuhang state Investment",Early Stage Venture,Brizan Investments,Series A,2,100000000,CNY,13701821,,,,100000000,CNY,13701821,Yes,,https://www.spacemit.com/,,Early Stage Venture,,"7,711",
2024-12-30,Omnivision operates as a semiconductor design company.,Omnivision,https://www.crunchbase.com/organization/omnivision-f728,"Information Technology, Semiconductor, Sensor","Shanghai, Shanghai, China, Asia",Seed Round - Omnivision,https://www.crunchbase.com/funding_round/omnivision-f728-seed--5c38da7c,1,Goldport Capital,Seed,Goldport Capital,Seed,1,,,,,,,,,,Yes,,https://www.omnivision-group.com/,,Seed,,"7,721",
2024-12-27,Sion develops high-performance vehicle-level environmental perception solutions suitable for 4D imaging radar intelligent hardware.,Sion,https://www.crunchbase.com/organization/sion-93ca,"Consulting, Information Services","Pudong, Shandong, China, Asia",Series B - Sion,https://www.crunchbase.com/funding_round/sion-93ca-series-b--521bc224,1,Haihe Industrial Fund,Early Stage Venture,Haihe Industrial Fund,Series B,2,200000000,CNY,27401765,,,,200000000,CNY,27401765,Yes,,http://www.sinpro-ai.com/,,Early Stage Venture,,"7,740",
2024-12-22,LeXiang Intelligence is a robotics company that specializes in the development of intelligent consumer-grade robots.,LeXiang Intelligence,https://www.crunchbase.com/organization/lexiang-intelligence,"Intelligent Systems, Manufacturing, Robotics","Suzhou, Jiangsu, China, Asia",Angel Round - LeXiang Intelligence,https://www.crunchbase.com/funding_round/lexiang-intelligence-angel--2ea199f0,6,"IDG Capital, Matrix Partners China, Monolith Management, Oasis Capital, Sequoia Capital, ZhenFund",Seed,IDG Capital,Angel,2,,,,400000000,CNY,54821556,100000000,CNY,13914205,Yes,,http://www.lexangre.com/,,Seed,1,"7,754",
2024-11-28,Allink Biotherapeutics is a biopharmaceutical company that focuses on oncology and immunological treatment.,Allink Biotherapeutics,https://www.crunchbase.com/organization/allink-biotherapeutics,"Biopharma, Biotechnology","Shanghai, Shanghai, China, Asia",Series A - Allink Biotherapeutics,https://www.crunchbase.com/funding_round/allink-biotherapeutics-series-a--fad3128a,6,"BioVenture, Gaorong Capital, Lanchi Ventures, Legend Capital, Med-Fine Capital, Xiamen C&D Emerging Industry Equity Investment",Early Stage Venture,Lanchi Ventures,Series A,1,42000000,USD,42000000,,,,42000000,USD,42000000,Yes,,http://en.allinkbio.com,,Early Stage Venture,2,"7,918",
2024-12-23,StepStar is an artificial intelligence company that is dedicated to advancing toward artificial general intelligence (AGI).,StepStar,https://www.crunchbase.com/organization/stepstar,"Artificial Intelligence (AI), Generative AI, Natural Language Processing","Xuhui, Shanghai, China, Asia",Series B - StepStar,https://www.crunchbase.com/funding_round/stepstar-series-b--11f9398a,5,"5Y Capital, Qiming Venture Partners, Shanghai State-owned Capital Investment, Tencent, Wuyuan Capital",Early Stage Venture,Shanghai State-owned Capital Investment,Series B,1,3000000,USD,3000000,,,,3000000,USD,3000000,Yes,,https://www.stepfun.com/,$1M to $10M,Early Stage Venture,1,"7,980",
2024-12-21,Vico Medical is a medical device firm providing R&D and production of medical devices for cardiovascular and cerebrovascular diseases.,Vico Medical,https://www.crunchbase.com/organization/vico-medical,"Health Diagnostics, Manufacturing, Medical, Medical Device","Wuhan, Hubei, China, Asia",Series C - Vico Medical,https://www.crunchbase.com/funding_round/vico-medical-series-c--79a581f0,1,Broad Vision Funds,Late Stage Venture,Broad Vision Funds,Series C,3,,,,,,,,,,Yes,,http://www.vickor.com.cn/,,Late Stage Venture,,"8,056",
2024-12-17,Avatr operates as an electric vehicle brand that focuses on developing user-centric mobility technologies.,Avatr,https://www.crunchbase.com/organization/avatr,"Automotive, Autonomous Vehicles, Electric Vehicle, Manufacturing","Chongqing, Heilongjiang, China, Asia",Series C - Avatr,https://www.crunchbase.com/funding_round/avatr-series-c--50ade183,5,"Bocom Investment, Changan Automobile, China Southern Asset Management, Chongqing Yufu Holding Group, SDIC Unity Capital",Late Stage Venture,Changan Automobile,Series C,3,11100000000,CNY,1523553311,,,,16650000000,CNY,2312711573,Yes,,https://www.avatr.com,,Late Stage Venture,,"8,095",
2024-12-20,Guangdong Shi Robot is a cold chain cloud factory platform supplier that specializes in artificial intelligence supply chain management.,Guangdong Shi Robot,https://www.crunchbase.com/organization/guangdong-shi-robot,"Artificial Intelligence (AI), Manufacturing, Robotics","Shenzhen, Guangdong, China, Asia",Seed Round - Guangdong Shi Robot,https://www.crunchbase.com/funding_round/guangdong-shi-robot-seed--9c818e7c,1,Elink ventures,Seed,Elink ventures,Seed,8,,,,,,,16864741,USD,16864741,Yes,,http://www.ysjiqi.com,,Seed,1,"8,187",
2024-12-02,Affinity Biomedical Technology is a clinical biopharmaceutical company focusing on the development of global innovative anticancer drugs.,Affinity,https://www.crunchbase.com/organization/affinity-3ae5,"Biopharma, Biotechnology, Pharmaceutical","Pudong, Shandong, China, Asia",Series B - Affinity,https://www.crunchbase.com/funding_round/affinity-3ae5-series-b--212e7ad4,9,"Anxin Guosheng Microchip Fund, China Growth Capital, China Reform Securities, Guosheng Capital, Guoyuan Innovation Investment, Hongcheng Investment, Hongfu Assets, Hongyao Science and Technology, SDIC Venture Capital",Early Stage Venture,SDIC Venture Capital,Series B,2,400000000,CNY,55007770,,,,400000000,CNY,55007770,Yes,,,,Early Stage Venture,,"8,228",
2024-12-23,Huasheng Composites is a manufacturer of automatic processing equipment for composite materials.,Huasheng Composite,https://www.crunchbase.com/organization/huasheng-composite-materials,"Chemical, Industrial Manufacturing, Manufacturing","Xiaxian, Shanxi, China, Asia",Series B - Huasheng Composite,https://www.crunchbase.com/funding_round/huasheng-composite-materials-series-b--7035ca7d,6,"Guotai Junan Innovation Investment, Qianrong Venture Capital, Wuxi Jinpu Power, Xi'an Caijin, Xi'an Tianhong High-end Equipment Strong Foundation Innovation Fund, Zhiyou Scientist Fund",Early Stage Venture,Wuxi Jinpu Power,Series B,1,,,,,,,,,,Yes,,,,Early Stage Venture,2,"8,363",
2024-12-16,"Chentai New Materials integrates the R&D, design, manufacturing, and sales of high-performance composite ceramics.",Chentai New Materials,https://www.crunchbase.com/organization/chentai-new-materials,"Innovation Management, Manufacturing, Medical, Sales","Suzhou, Jiangsu, China, Asia",Series A - Chentai New Materials,https://www.crunchbase.com/funding_round/chentai-new-materials-series-a--8971be8c,4,"CICC Capital, Prox Ventures, Vivo Capital, Zhongxin Capital",Early Stage Venture,Vivo Capital,Series A,1,100000000,CNY,13729663,,,,100000000,CNY,13729663,Yes,,http://trendtec.cn/,,Early Stage Venture,4,"8,408",
2024-12-26,DeepWay is a maker and developer of intelligent electric commercial vehicles.,DeepWay,https://www.crunchbase.com/organization/deepway,"Autonomous Vehicles, Electric Vehicle","Beijing, Beijing, China, Asia",Series B - DeepWay,https://www.crunchbase.com/funding_round/deepway-series-b--cc1e5c90,6,"CCB Trust, CGTI Fund, Feixi Industrial Investment, Hefei Industry Investment Group, Puhua Capital, Zhongan Capital",Early Stage Venture,"Puhua Capital, Zhongan Capital",Series B,4,750000000,CNY,102753802,,,,1980000000,CNY,281886743,Yes,,https://www.deepway.com,,Early Stage Venture,2,"8,418",
2024-11-26,SENASIC is a high-tech chip design company.,SENASIC,https://www.crunchbase.com/organization/senasic,"Automotive, Hardware, Manufacturing, Semiconductor","Shanghai, Shanghai, China, Asia",Series D - SENASIC,https://www.crunchbase.com/funding_round/senasic-series-d--e86ea678,3,"Guofeng Investment, Huajin Capital, Xiamen C&D Emerging Industry Equity Investment",Late Stage Venture,Guofeng Investment,Series D,5,,,,,,,500000000,CNY,70017224,Yes,,http://senasic.com/,$10M to $50M,Late Stage Venture,,"8,483",
2024-12-16,"Zhitong Medical is a provider of computational imaging technology, focusing on the development of surgical vision.",Zhitong Technology,https://www.crunchbase.com/organization/zhitong-technology,"Health Care, Information Technology, Manufacturing","Jiaxing, Zhejiang, China, Asia",Series A - Zhitong Technology,https://www.crunchbase.com/funding_round/zhitong-technology-series-a--fd280793,4,"Aibo Qingshi Venture Capital Fund, Chongqing Aierling, Lingyi capital, Sunland Fund",Early Stage Venture,"Aibo Qingshi Venture Capital Fund, Sunland Fund",Series A,1,100000000,CNY,13729663,,,,100000000,CNY,13729663,Yes,,http://www.surgereal.com/,,Early Stage Venture,3,"8,932",
2024-12-27,Physcience Golden Silicon is a technology-driven company that develops and manufactures silicon-based anode materials for lithium batteries.,Physcience Golden Silicon New Material Technology,https://www.crunchbase.com/organization/physcience-golden-silicon-new-material-technology,"Advanced Materials, Electric Vehicle, Industrial Manufacturing","Deyang, Sichuan, China, Asia",Venture Round - Physcience Golden Silicon New Material Technology,https://www.crunchbase.com/funding_round/physcience-golden-silicon-new-material-technology-series-unknown--c606dd84,7,"Cowin Capital, Crystal Stream Capital, Deyang Yingchuang Angel Fund, Geely, SQ Group, Tengye Ventures, Yulin Fund",,Yulin Fund,Venture - Series Unknown,2,,,,,,,,,,Yes,,http://physgs.com,,,1,"9,135",
2024-12-31,Metalens is a designer and manufacturer of optical devices.,MetaLenX,https://www.crunchbase.com/organization/metalenx,Manufacturing,"Shenzhen, Guangdong, China, Asia",Series A - MetaLenX,https://www.crunchbase.com/funding_round/metalenx-series-a--7549855a,9,"Capital Nuts Investment Management Ltd, Co-Stone Pujiang, Huiyu Investment, Hushang Venture Capital, Nanshan War Xintou, Seas Capital, Ventech China, Yonghua Capital, Zhenghe Capital",Early Stage Venture,,Series A,3,100000000,CNY,13702196,,,,210000000,CNY,28977653,Yes,,http://www.metalenx.com,,Early Stage Venture,,"9,147",
2024-12-20,Gaoxin Zhongke is the manufacturer of semiconductor vacuum cavity components.,Gaoxin Zhongke,https://www.crunchbase.com/organization/gaoxin-zhongke,"Electronics, Manufacturing, Semiconductor","Suzhou, Jiangsu, China, Asia",Series D - Gaoxin Zhongke,https://www.crunchbase.com/funding_round/gaoxin-zhongke-series-d--3f9647c9,6,"Cornerstone Capital, Hefei City Construction and Investment Holding Group, JiangSu QianRong Assets Management, Shenzhen Guozhong Venture Capital Management, Visionox, Yongxin Capital",Late Stage Venture,,Series D,2,100000000,CNY,13705389,,,,200000000,CNY,29398556,Yes,,http://www.ahhcut.com.cn/Home.html,,Late Stage Venture,,"9,161",
2024-11-29,Xingneng Xuanguang is a fusion energy company that specializes in the development of magnetic mirror fusion path technology.,Xingneng Xuanguang,https://www.crunchbase.com/organization/xingneng-xuanguang,"Energy, Energy Efficiency, Nuclear","Hefei, Anhui, China, Asia",Seed Round - Xingneng Xuanguang,https://www.crunchbase.com/funding_round/xingneng-xuanguang-seed--2f2f623b,6,"Bojiang Capital, CAS Star, China Merchants Venture Capital, CMBC International Asset Management, Tianjin Venture Capital, Yinxinggu Capital",Seed,"CAS Star, China Merchants Venture Capital",Seed,1,100000000,CNY,13808912,,,,100000000,CNY,13808912,Yes,,,,Seed,,"9,169",
2024-12-31,Zhilong New Materials is a Sino-foreign joint venture semiconductor material innovation enterprise.,Zhilong New Materials,https://www.crunchbase.com/organization/zhilong-new-materials,"Advanced Materials, Precious Metals, Semiconductor","Zhongshan, Anhui, China, Asia",Series A - Zhilong New Materials,https://www.crunchbase.com/funding_round/zhilong-new-materials-series-a--f32c5332,6,"BOC & Utrust Private Equity Fund Management, China Cinda Asset Management, Guangdong Technology Financial Group, Jundu Investment, LongRiver Investments, Zhongshan Venture Capital",Early Stage Venture,LongRiver Investments,Series A,1,,,,,,,,,,Yes,,https://www.zhilong.pro/,,Early Stage Venture,,"9,301",
2024-12-13,Excell is an intelligent technology company that provides smart city construction solutions.,Excell,https://www.crunchbase.com/organization/excell-f721,"Construction, Intelligent Systems, Manufacturing","Huzhou, Zhejiang, China, Asia",Series A - Excell,https://www.crunchbase.com/funding_round/excell-f721-series-a--e437dea8,4,"China Reform Securities, Jiaxing Yunzhu Company, Shenzhen Xiangxiang Consulting Company, Xiaogan Changxing Investment",Early Stage Venture,China Reform Securities,Series A,1,90000000,CNY,12369264,,,,90000000,CNY,12369264,Yes,,https://www.xsl-tech.com,,Early Stage Venture,2,"9,458",
