Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2017-05-01,Real-time financial risk management company based in Hangzhou.,Bangsun Technology,https://www.crunchbase.com/organization/bangsun-technology,"Financial Services, FinTech, Risk Management","Hangzhou, Zhejiang, China, Asia",Series B - Bangsun Technology,https://www.crunchbase.com/funding_round/bangsun-technology-series-b--8426a3b6,5,"Cornerstone Capital, F&G Venture, Hongling Capital, Legend Capital, Magic Capital",Early Stage Venture,F&G Venture,Series B,6,160000000,CNY,23207241,,,,121751572,USD,121751572,Yes,,https://www.bsfit.com.cn/,,,,"85,731"
2017-05-01,Vongi provide medical solution design and product design.,Vongi,https://www.crunchbase.com/organization/vongi,"Biotechnology, Health Care","Hangzhou, Zhejiang, China, Asia",Series A - Vongi,https://www.crunchbase.com/funding_round/vongi-series-a--3b0446ba,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,3,6000000,USD,6000000,,,,8860000,USD,8860000,Yes,,https://www.vongihealth.com,,Early Stage Venture,1,"99,232"
2017-05-01,Genrui Biotech is a developer and manufacturer of IVD equipment and reagents.,Genrui Biotech,https://www.crunchbase.com/organization/genrui-biotech,"Biotechnology, Manufacturing","Shenzhen, Guangdong, China, Asia",Series A - Genrui Biotech,https://www.crunchbase.com/funding_round/genrui-biotech-series-a--4d8b434b,6,"ASBV, Fortune Venture Capital, Share Capital, T-Rex Capital, Timesbole, Watson Investment",Early Stage Venture,,Series A,5,,,,,,,150000000,CNY,24186714,Yes,,http://geniusmedica.net/,$1M to $10M,,,"114,829"
2017-05-01,Huoyanyun is a marketing growth acceleration platform that provides customer marketing solutions and digital marketing products.,Huoyanyun,https://www.crunchbase.com/organization/huoyanyun,"Big Data, Information Services, Marketing","Haidian, Beijing, China, Asia",Angel Round - Huoyanyun,https://www.crunchbase.com/funding_round/huoyanyun-angel--6232f543,2,"Stream Hill Angels, Taichi Capital",Seed,Stream Hill Angels,Angel,4,3000000,CNY,435136,,,,64000000,CNY,9263814,Yes,,https://huoyan.cn/,,Early Stage Venture,,"118,793"
2017-05-11,"Design and manufacturing of Waveguide, freeform prism optical engines for augmented reality.","Shenzhen Lochn Optics Technology Co.,Ltd",https://www.crunchbase.com/organization/shenzhen-lochn-optics-technology-co-ltd,"Augmented Reality, Consumer Electronics, Manufacturing, Product Design, Virtual Reality, Wearables","Shenzhen, Guangdong, China, Asia","Angel Round - Shenzhen Lochn Optics Technology Co.,Ltd",https://www.crunchbase.com/funding_round/shenzhen-lochn-optics-technology-co-ltd-angel--6f95a4f4,1,Tsing Ventures,Seed,Tsing Ventures,Angel,4,,,,,,,20051986,USD,20051986,Yes,,https://www.lochn.com,$10M to $50M,Late Stage Venture,,"121,206"
2017-06-01,Feiliu is a provider of enterprise supply chain management and optimization technology based on artificial intelligence.,Feiliu,https://www.crunchbase.com/organization/feiliu-tech,"Artificial Intelligence (AI), Information Technology, Logistics, Software, Supply Chain Management","Shanghai, Shanghai, China, Asia",Seed Round - Feiliu,https://www.crunchbase.com/funding_round/feiliu-tech-seed--f3e87690,1,SkyChee Ventures,Seed,SkyChee Ventures,Seed,2,,,,,,,200000000,CNY,31397174,Yes,,http://www.huokeyi.com,,Early Stage Venture,,"123,765"
2017-04-06,YIBEI is a medical technology company based on digital services.,YIBEI,https://www.crunchbase.com/organization/yibei,"E-Commerce, Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Angel Round - YIBEI,https://www.crunchbase.com/funding_round/yibei-angel--7fcfe130,2,"Haibang Capital, Zhejiang Pudu Technology",Seed,Zhejiang Pudu Technology,Angel,2,3000000,CNY,434928,,,,3000000,CNY,434928,Yes,,http://aek56.com,,Early Stage Venture,,"126,682"
2017-05-20,"Prismlab is a high-tech enterprise, which focuses on optomechatronics and computer hardware/software.",Prismlab China Ltd,https://www.crunchbase.com/organization/prismlab-china-ltd,"3D Technology, Manufacturing, Software","Xinzhuang, Shanghai, China, Asia",Series A - Prismlab China Ltd,https://www.crunchbase.com/funding_round/prismlab-china-ltd-series-a--a0257e4a,1,CM Venture Capital,Early Stage Venture,CM Venture Capital,Series A,2,50000000,CNY,7261584,,,,250000000,CNY,36366040,Yes,,http://www.prismlab.com,Less than $1M,Late Stage Venture,,"131,947"
2017-05-08,FydeOS is a customized cloud-driven operating system for students.,FydeOS,https://www.crunchbase.com/organization/fydeos,"Cloud Data Services, Education, Operating Systems, Software","Haidian, Beijing, China, Asia",Seed Round - FydeOS,https://www.crunchbase.com/funding_round/fydeos-seed--e3b93ae4,1,Plug and Play China,Seed,Plug and Play China,Seed,2,1000000,CNY,144835,,,,11000000,CNY,1729772,Yes,,https://fydeos.com/,$1M to $10M,Seed,,"131,969"
2017-03-30,17zhiliao.com provides internet based background check service.,17zhiliao.com,https://www.crunchbase.com/organization/17zhiliao-com,"Information Technology, Internet","Shanghai, Shanghai, China, Asia",Series A - 17zhiliao.com,https://www.crunchbase.com/funding_round/17zhiliao-com-series-a--7dc4be30,1,ShitengHongcheng,Early Stage Venture,ShitengHongcheng,Series A,2,20000000,CNY,2903242,,,,20000000,CNY,2903242,Yes,,https://www.17zhiliao.com,$1M to $10M,Early Stage Venture,,"131,990"
2017-04-01,"Oushu is a leading provider of big data and AI-based platform software, dedicated to providing a new generation of enterprise databases.",Oushu,https://www.crunchbase.com/organization/oushu,"Artificial Intelligence (AI), Big Data, Software","Beijing, Beijing, China, Asia",Seed Round - Oushu,https://www.crunchbase.com/funding_round/oushu-seed--ddbef66d,1,Redpoint Ventures China,Seed,Redpoint Ventures China,Seed,3,,,,,,,250000000,CNY,38442926,Yes,,http://www.oushu.com/,,Early Stage Venture,,"131,547"
2017-04-01,Beijing ACCB Biotech is focused on the R&D of cancer detection methods through the application of molecular biology technologies.,ACCB Biotech,https://www.crunchbase.com/organization/beijing-accb-biotech-ltd,"Biotechnology, Genetics, Health Care, Life Science","Beijing, Beijing, China, Asia",Series C - ACCB Biotech,https://www.crunchbase.com/funding_round/beijing-accb-biotech-ltd-series-c--0d45d825,3,"Renhe Capital, Wuyuefeng Science and Technology Innovation, Zhiyuan Investment Management",Late Stage Venture,,Series C,8,,,,,,,7400000,CNY,1109043,Yes,,http://www.accb.com.cn,Less than $1M,Private Equity,,"133,035"
2017-05-31,Hengpujiguang is a developer of 3D printing metal machine.,Hengpujiguang,https://www.crunchbase.com/organization/hengpujiguang,"3D Printing, Hardware, Industrial Manufacturing, Manufacturing","Harbin, Heilongjiang, China, Asia",Series A - Hengpujiguang,https://www.crunchbase.com/funding_round/hengpujiguang-series-a--f3a56ba8,5,"Dingxiang Hui Chuangtou, Fudewu Sheng, Haerbin Chuangxin Tou, Hatou Jituan, Oriza Seed Capital (Oriza Yuandian)",Early Stage Venture,,Series A,4,20000000,CNY,2936383,,,,33000000,CNY,4921159,Yes,,http://www.hengpulaser.com,,Early Stage Venture,,"147,651"
2017-05-18,Huya.com is a Chinese interactive broadcast platform.,Huya.com,https://www.crunchbase.com/organization/huya-com,"Broadcasting, Online Games, Video Games, Video Streaming","Guangzhou, Guangdong, China, Asia",Series A - Huya.com,https://www.crunchbase.com/funding_round/huya-com-series-a--a0526c58,6,"5Y Capital, David Li, Engage Capital, Gaorong Capital, Ping An, Rongjie Dong",Early Stage Venture,Ping An,Series A,4,75000000,USD,75000000,,,,1125800000,USD,1125800000,Yes,,http://www.huya.com/,$500M to $1B,IPO,1,"158,867"
2017-06-15,IntraMirror is an app dedicated to the luxury and eCommerce industry.,IntraMirror,https://www.crunchbase.com/organization/intramirror,"E-Commerce, Fashion, Shopping","Shanghai, Shanghai, China, Asia",Angel Round - IntraMirror,https://www.crunchbase.com/funding_round/intramirror-angel--44b5c7ab,2,"Fosun International, Fosun RZ Capital",Seed,,Angel,2,3000000,USD,3000000,,,,3000000,USD,3000000,Yes,,http://www.intramirror.com/,$10M to $50M,Early Stage Venture,,"164,229"
2017-06-09,UUPaotui is a mobile internet errand service platform based on the concept of crowdsourcing to share labor and time.,UUPaotui,https://www.crunchbase.com/organization/uupaotui,"Delivery Service, Internet, Logistics, Mobile","Zhengzhou, Henan, China, Asia",Series A - UUPaotui,https://www.crunchbase.com/funding_round/uupaotui-series-a--5c5c3ef8,2,"QF Capital, Timing Group",Early Stage Venture,,Series A,5,100000000,CNY,14708153,,,,406000000,CNY,59223310,Yes,,https://www.uupt.com,$50M to $100M,Early Stage Venture,,"164,253"
2017-06-02,Seesaw Coffee provides communities with high-quality coffee experiences.,Seesaw Coffee,https://www.crunchbase.com/organization/seesaw-coffee,"Coffee, Consumer, Food and Beverage","Shanghai, Shanghai, China, Asia",Series A - Seesaw Coffee,https://www.crunchbase.com/funding_round/seesaw-coffee-series-a--59c88430,2,"Best Food Holding Company, Hony Capital",Early Stage Venture,,Series A,5,45000000,CNY,6605456,,,,44862077,USD,44862077,Yes,,http://www.seesawcoffee.com,,Early Stage Venture,,"164,709"
2017-05-17,Cloudpick Technology is a high-tech enterprise specializing in the development of computer vision and AI technologies,Cloudpick Technology,https://www.crunchbase.com/organization/yunna-technology-cloudpick,"Artificial Intelligence (AI), Computer Vision, Robotics","Shanghai, Shanghai, China, Asia",Seed Round - Cloudpick Technology,https://www.crunchbase.com/funding_round/yunna-technology-cloudpick-seed--fe126b1c,1,ZhenFund,Seed,,Seed,4,1500000,USD,1500000,,,,1500000,USD,1500000,Yes,,http://www.cloudpick.com/,$10M to $50M,Early Stage Venture,,"170,674"
2017-04-01,Yongan Online is an enterprise services platform providing anti-fraud solutions for the Internet and financial industries.,Yongan Online,https://www.crunchbase.com/organization/threat-hunter,"Enterprise, Enterprise Software","Shenzhen, Guangdong, China, Asia",Angel Round - Yongan Online,https://www.crunchbase.com/funding_round/threat-hunter-angel--80de09c4,1,Cheetah Mobile,Seed,,Angel,7,,,,,,,20463661,USD,20463661,Yes,,https://www.yazx.com,,,,"170,042"
2017-06-16,Uwintech is One-stop IT operation and maintenance and DevOps.,Uwintech,https://www.crunchbase.com/organization/uwintech,"DevOps, Finance, Information Technology, Software","Shenzhen, Guangdong, China, Asia",Non Equity Assistance - Uwintech,https://www.crunchbase.com/funding_round/uwintech-non-equity-assistance--d03d72f5,1,Microsoft Accelerator Shanghai,,,Non-equity Assistance,6,,,,,,,45746545,USD,45746545,No,,http://www.uwintech.cn/,,Late Stage Venture,,"170,870"
2017-06-01,Xiaolinggou is a new energy vehicle rental service platform.,Xiaolinggou,https://www.crunchbase.com/organization/xiaolinggou,"Electric Vehicle, Rental","Ningbo, Zhejiang, China, Asia",Angel Round - Xiaolinggou,https://www.crunchbase.com/funding_round/xiaolinggou-angel--55e361ae,1,GSR United Capital,Seed,GSR United Capital,Angel,2,30429600,CNY,4468702,,,,718129600,CNY,101308762,Yes,,http://xlg.cn/,,Early Stage Venture,,"171,240"
2017-05-01,"Huayin Health is a comprehensive healthcare and medical service group, focuses on providing laboratory and pathological services.",Huayin Health,https://www.crunchbase.com/organization/huayin-health,"Health Care, Medical","Guangzhou, Guangdong, China, Asia",Series B - Huayin Health,https://www.crunchbase.com/funding_round/huayin-health-series-b--f16ce6a7,1,ShenZhen GTJA Investment Group,Early Stage Venture,,Series B,2,,,,,,,85000000,USD,85000000,Yes,,http://www.huayinlab.com/,,Late Stage Venture,,"180,697"
2017-05-08,Shuangying Group is a manufacturer of automotive seating system and interior components.,Shuangying Group,https://www.crunchbase.com/organization/shuangying-group,"Automotive, Manufacturing, Sales","Liuzhou, Guangxi, China, Asia",Post-IPO Equity - Shuangying Group,https://www.crunchbase.com/funding_round/shuangying-group-post-ipo-equity--179d445b,6,"Hongli Innovation Investment, Hunan Hi-Tech Venture Capital, JD Capital, Jingye Investment, Qinglan Fund, Shengzhong Touzi",,,Post-IPO Equity,4,183500000,CNY,26577178,,,,243500000,CNY,36276505,Yes,,http://www.syjt.com,,IPO,,"182,172"
2017-06-16,MINIEYE develops a vehicle visual sensing system to help drivers better understand the road and make driving safer.,MINIEYE,https://www.crunchbase.com/organization/minieye,"Automotive, Computer Vision, Information Technology, Sensor, Software","Shenzhen, Guangdong, China, Asia",Non Equity Assistance - MINIEYE,https://www.crunchbase.com/funding_round/minieye-non-equity-assistance--47ce8857,1,Microsoft Accelerator Shanghai,,,Non-equity Assistance,7,,,,,,,1070000000,CNY,160355074,No,,http://www.minieye.cc,$10M to $50M,IPO,,"183,088"
2017-06-01,Kunshan Topa Intelligent Equipment is a designer and marketer of electronics and functional components.,KUNSHAN TOPA INTELLIGENT EQUIPMENT CO LTD,https://www.crunchbase.com/organization/kunshan-topa-intelligent-equipment-co-ltd,"Industrial, Machinery Manufacturing","Kunshan, Anhui, China, Asia",Venture Round - KUNSHAN TOPA INTELLIGENT EQUIPMENT CO LTD,https://www.crunchbase.com/funding_round/kunshan-topa-intelligent-equipment-co-ltd-series-unknown--61c5d2d6,2,"Merrill Lynch Investment Managers, Yingke Capital",,,Venture - Series Unknown,4,49913000,CNY,7329913,,,,49913000,CNY,7329913,Yes,,http://www.kstopa.com.cn,$50M to $100M,IPO,,"185,046"
2017-06-13,"using.ai is an AI application service provider that specializes in machine vision, robotics learning and machine learning.",using.ai,https://www.crunchbase.com/organization/using-ai,"Artificial Intelligence (AI), Computer Vision, Machine Learning","Shenzhen, Guangdong, China, Asia",Angel Round - using.ai,https://www.crunchbase.com/funding_round/using-ai-angel--b643480a,2,"Oriental Fortune Capital, Yuanyu Shiye Fazhan",Seed,,Angel,2,3000000,CNY,441332,,,,3000000,CNY,441332,Yes,,https://using.ai/,,Seed,,"194,867"
2017-05-29,Kaishuo Jianggushi is a Chinese children's stories content provider.,Kaishu Jianggushi,https://www.crunchbase.com/organization/kaishu-jianggushi,"Children, Content, EdTech","Beijing, Beijing, China, Asia",Series B - Kaishu Jianggushi,https://www.crunchbase.com/funding_round/kaishu-jianggushi-series-b--ab605ce1,5,"iResearch Capital, Kunyan Capital, New Oriental Education & Technology Group, Trustbridge Partners, Zhejiang Daily Digital Culture",Early Stage Venture,New Oriental Education & Technology Group,Series B,4,90000000,CNY,13128639,,,,153828639,USD,153828639,Yes,,https://www.kaishustory.com,$50M to $100M,Late Stage Venture,,"195,913"
2017-03-27,Kingdee Healthcare provides hospital information platform.,Kingdee Healthcare,https://www.crunchbase.com/organization/kingdee-healthcare,"Health Care, Hospital","Guangzhou, Guangdong, China, Asia",Series A - Kingdee Healthcare,https://www.crunchbase.com/funding_round/kingdee-healthcare-series-a--69f15330,3,"JD.com, Yongjin Group, Zhongtai Renhe Fund",Early Stage Venture,Zhongtai Renhe Fund,Series A,1,14000000,USD,14000000,,,,14000000,USD,14000000,Yes,,http://www.yiliao.kingdee.com/,,Early Stage Venture,,"199,928"
2017-06-06,LEGEND POKER is a Chinese mobile poker game operator.,LEGEND POKER,https://www.crunchbase.com/organization/legend-poker,"Gaming, Media and Entertainment, Online Games","Haikou, Hainan, China, Asia",Series A - LEGEND POKER,https://www.crunchbase.com/funding_round/legend-poker-series-a--f72f1308,7,"Dream Chaser Capital, Lee Kai-Fu, Plum Ventures, Sinovation Ventures, Xiangyang Yang, Yue Du, Zhengdong Ni",Early Stage Venture,"Lee Kai-Fu, Zhengdong Ni",Series A,1,15000000,CNY,2207030,,,,15000000,CNY,2207030,Yes,,https://heylink.me/slot_gacor_pas/,,Early Stage Venture,,"204,975"
2017-04-05,Wecash was founded in October of 2013 and is reshaping the way customers around the world interact with finance.,Wecash,https://www.crunchbase.com/organization/wecash,"Big Data, Finance, Financial Services, FinTech","Beijing, Beijing, China, Asia",Series C - Wecash,https://www.crunchbase.com/funding_round/wecash-series-c--992bad24,5,"China Merchants Innovation Investment Management, Foresight Group, Hongdao Capital, Lingfeng Capital, SIG China (SIG Asia Investments)",Late Stage Venture,"China Merchants Innovation Investment Management, Foresight Group, SIG China (SIG Asia Investments)",Series C,4,80000000,USD,80000000,,,,266507625,USD,266507625,Yes,,https://we-cash.in/home,,Late Stage Venture,,"205,725"
2017-03-31,"Yongqianbao is an AI-based financial service APP that provides small amount, short term loans to underbanked population in China.",Yongqianbao,https://www.crunchbase.com/organization/yongqianbao,"Artificial Intelligence (AI), Financial Services, FinTech, Internet","Beijing, Beijing, China, Asia",Series C - Yongqianbao,https://www.crunchbase.com/funding_round/yongqianbao-series-c--11a21b19,6,"CASH Capital, CICC Alpha, Golden Brick Capital, GX Capital, Sinovation Ventures, Source Code Capital",Late Stage Venture,"CICC Alpha, Golden Brick Capital",Series C,5,466000000,CNY,67637198,,,,622000000,CNY,90990159,Yes,,http://smartfinancegroup.com,,Late Stage Venture,,"206,112"
2017-06-01,HongTu Separator manufactures battery separators for specialty applications.,HongTu Separator,https://www.crunchbase.com/organization/hongtu-separator,"Battery, Consumer Electronics, Industrial, Manufacturing","Liaoyüan, Jilin, China, Asia",Venture Round - HongTu Separator,https://www.crunchbase.com/funding_round/hongtu-separator-series-unknown--062e9773,7,"CAS Investment Management, Changrun Capital, Guangdong Guoke, Guangzhou Lifeng, Guoke Zhengdao Investment, Infinity Capital, JiLin Province Private Equity",,,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.htldgm.cn/,,,,"206,125"
2017-06-01,Qingzhi is a Tianjin-based start-up developing autonomous driving technology for commercial vehicles.,Qingzhi,https://www.crunchbase.com/organization/qingzhi,"Automotive, Information Technology, Logistics, Manufacturing, Robotics","Tianjin, Guangdong, China, Asia",Angel Round - Qingzhi,https://www.crunchbase.com/funding_round/qingzhi-angel--1830fd88,3,"Harmony Fund, Legend Star, Northern Light Venture Capital",Seed,"Harmony Fund, Legend Star, Northern Light Venture Capital",Angel,1,,,,,,,,,,Yes,,http://www.tsintel.net,,Seed,,"208,264"
2017-04-07,ByteDance is a technology company that develops content creation platforms and services.,ByteDance,https://www.crunchbase.com/organization/bytedance,"Content, Data Mining, Internet, Social Media","Beijing, Beijing, China, Asia",Series D - ByteDance,https://www.crunchbase.com/funding_round/bytedance-series-d--03fb0e50,6,"Altimeter Capital, CCB International, Hony Capital, HSG, K3 Ventures, Qiming Venture Partners",Late Stage Venture,"CCB International, HSG",Series D,14,1000000000,USD,1000000000,10000000000,USD,10000000000,9505000000,USD,9505000000,Yes,,http://bytedance.com,$10B+,Private Equity,3,"211,768"
2017-04-01,Forevergen is a molecular diagnostic products developer company.,Forevergen,https://www.crunchbase.com/organization/forevergen,"Biotechnology, Health Diagnostics, Medical Device","Guangzhou, Guangdong, China, Asia",Series A - Forevergen,https://www.crunchbase.com/funding_round/forevergen-series-a--c52a13dd,2,"Canton Venture Capital, SFUND",Early Stage Venture,Canton Venture Capital,Series A,2,,,,,,,3000000,CNY,435894,Yes,,http://www.forevergen.cn/,,Seed,,"212,893"
2017-04-01,Shenzhen Jiedian Technology is a mobile device power bank rental start-up.,Shenzhen Jiedian Technology,https://www.crunchbase.com/organization/shenzhen-jiedian-technology,"Financial Services, Information Technology, Mobile Devices, Rental","Shenzhen, Guangdong, China, Asia",Series A - Shenzhen Jiedian Technology,https://www.crunchbase.com/funding_round/shenzhen-jiedian-technology-series-a--af30e4fb,4,"IDG Capital, Jumei, New Alliance Capital, Sunwoda Electronic",Early Stage Venture,"IDG Capital, Jumei",Series A,1,,,,,,,,,,Yes,,http://www.jiediankeji.com,,Early Stage Venture,,"215,148"
2017-03-24,Zhiyin Manke is an online comic content community platform.,Zhiyin Manke,https://www.crunchbase.com/organization/zhiyin-manke,"Animation, Comics, Media and Entertainment","Wuhan, Hubei, China, Asia",Private Equity Round - Zhiyin Manke,https://www.crunchbase.com/funding_round/zhiyin-manke-private-equity--f6e1f382,3,"Changjiangyun, Hubei Changjiang Guangdianwen Chuangtouzi, Kashi (Hubei) Wenhua Chanye Jijin Guanli Youxian Gongsi",Private Equity,"Hubei Changjiang Guangdianwen Chuangtouzi, Kashi (Hubei) Wenhua Chanye Jijin Guanli Youxian Gongsi",Private Equity,1,567000000,CNY,82437953,,,,567000000,CNY,82437953,Yes,,https://www.zymk.cn,,Private Equity,,"219,046"
2017-06-02,gongxifache.com provides a B2B automotive e-commerce platform.,gongxifache.com,https://www.crunchbase.com/organization/gongxifache-com,"Automotive, B2B, E-Commerce","Shanghai, Shanghai, China, Asia",Series A - gongxifache.com,https://www.crunchbase.com/funding_round/gongxifache-com-series-a--3d47e40b,3,"Ceyuan Ventures, Xincheng Investment, Youxiping",Early Stage Venture,"Ceyuan Ventures, Xincheng Investment",Series A,3,80000000,CNY,11743033,,,,183000000,CNY,27208912,Yes,,http://gongxifache.com,,Early Stage Venture,,"218,723"
2017-05-23,Jiqidao is a manufacturer of educational products for children's growth.,Jiqidao,https://www.crunchbase.com/organization/jiqidao,"Children, Education, Manufacturing","Nanjing, Jiangsu, China, Asia",Series B - Jiqidao,https://www.crunchbase.com/funding_round/jiqidao-series-b--048e360d,3,"Dingxiang Capital, Shangshi Fund, Zhoutong Touzi",Early Stage Venture,"Shangshi Fund, Zhoutong Touzi",Series B,3,20000000,CNY,2901945,,,,33000000,CNY,4896669,Yes,,http://www.jiqid.com/,,Early Stage Venture,,"218,671"
2017-05-08,A medical robot developer that works with hospitals and clinics to develop medical robots to improve the work efficiency of medical workers.,TMiRob,https://www.crunchbase.com/organization/tmirob,"Health Care, Robotics, Wellness","Shanghai, Shanghai, China, Asia",Series A - TMiRob,https://www.crunchbase.com/funding_round/tmirob-series-a--56c2ac7b,6,"Cash Capital, Chiratae Ventures, Chuangfu Investment Management, Ecovacs, IDG Capital, Spinnotec",Early Stage Venture,"Chiratae Ventures, IDG Capital",Series A,3,40000000,CNY,5793390,,,,35793390,USD,35793390,Yes,,http://www.tmirob.com,$1M to $10M,Early Stage Venture,,"219,520"
2017-06-13,Maxieye is a provider of smart driving and smart travel solutions for everyone.,MAXIEYE,https://www.crunchbase.com/organization/maxieye,"Automotive, Autonomous Vehicles, Travel","Shanghai, Shanghai, China, Asia",Series A - MAXIEYE,https://www.crunchbase.com/funding_round/maxieye-series-a--62c84320,3,"Junzilan Capital, Milestone, One Capital",Early Stage Venture,"Milestone, One Capital",Series A,5,20000000,CNY,2942215,,,,900000000,CNY,131394605,Yes,,http://www.maxieyetech.com/,,,,"220,659"
2017-04-06,Laidian is a Shenzhen-based mobile device charger sharing start-up.,Laidian,https://www.crunchbase.com/organization/laidian,"Information Technology, Mobile Devices","Shenzhen, Guangdong, China, Asia",Series A - Laidian,https://www.crunchbase.com/funding_round/laidian-series-a--a8a28c06,2,"Redpoint, SIG China (SIG Asia Investments)",Early Stage Venture,"Redpoint, SIG China (SIG Asia Investments)",Series A,1,20000000,USD,20000000,,,,20000000,USD,20000000,Yes,,http://www.imlaidian.com/,$10M to $50M,Early Stage Venture,,"223,428"
2017-05-09,XianyuGame is a mobile game publisher and distributor.,XianyuGame,https://www.crunchbase.com/organization/xianyugame,"Digital Entertainment, Gaming, Publishing, Sports","Shenzhen, Guangdong, China, Asia",Series B - XianyuGame,https://www.crunchbase.com/funding_round/xianyugame-series-b--c2d0b8f6,2,"Huayi Brothers Media Group, Yao Capital",Early Stage Venture,"Huayi Brothers Media Group, Yao Capital",Series B,4,180000000,CNY,26056557,,,,305000000,CNY,44501923,Yes,,http://www.xianyugame.com/,,Early Stage Venture,,"223,458"
2017-04-20,Jianshu is a website and mobile application that allows users to read and write Chinese and English versions of books.,Jianshu,https://www.crunchbase.com/organization/jianshu,"E-Learning, EBooks, Education","Shanghai, Shanghai, China, Asia",Series B - Jianshu,https://www.crunchbase.com/funding_round/jianshu-series-b--1bbc3580,2,"Legend Capital, SIG China (SIG Asia Investments)",Early Stage Venture,"Legend Capital, SIG China (SIG Asia Investments)",Series B,2,42000000,CNY,6102522,,,,6908522,USD,6908522,Yes,,https://www.jianshu.com/,$1M to $10M,Early Stage Venture,,"224,178"
2017-06-05,CosBeauty is a skincare and beauty equipment developer.,CosBeauty,https://www.crunchbase.com/organization/cosbeauty,"Beauty, Consumer Goods","Shenzhen, Guangdong, China, Asia",Series B - CosBeauty,https://www.crunchbase.com/funding_round/cosbeauty-series-b--40eae18b,7,"Fortune Link, NewMargin Ventures, QC Investment, Qianhai Equity Exchange, Sangel Capital, Shenzhen Capital Group, ZSVC",Early Stage Venture,Shenzhen Capital Group,Series B,2,20000000,CNY,2939654,,,,30000000,CNY,4558149,Yes,,https://www.crunchb.com/cosbeauty,,Early Stage Venture,,"224,298"
2017-04-07,MAMA+ can be an entrance point for household consumption.,Mama+,https://www.crunchbase.com/organization/mama-2,"EdTech, Education, Internet","Beijing, Beijing, China, Asia",Series C - Mama+,https://www.crunchbase.com/funding_round/mama-2-series-c--22e16f21,6,"Eight Roads Ventures, GSR Ventures, GWC Innovator Fund, Lightspeed China Partners, Steamboat Ventures, The Walt Disney Company",Late Stage Venture,Eight Roads Ventures,Series C,6,,,,,,,3000000,CNY,487949,Yes,,http://www.davdian.com,,Late Stage Venture,2,"226,646"
2017-05-03,Huochebang is an on-demand platform that matches trucks to users in China’s sprawling trucking industry.,Huochebang,https://www.crunchbase.com/organization/huochebang,"Internet, Logistics, Transportation","Guizhou, Liaoning, China, Asia",Series B - Huochebang,https://www.crunchbase.com/funding_round/huochebang-series-b--b11cfe1e,5,"All-Stars Investment, Baidu Capital, DCM Ventures, IFC Venture Capital Group, Tencent",Early Stage Venture,"All-Stars Investment, Baidu Capital",Series B,5,156000000,USD,156000000,844000000,USD,844000000,327000000,USD,327000000,Yes,,http://www.huochebang.cn/,$100M to $500M,Early Stage Venture,1,"227,891"
2017-05-08,Xiaodian is a technology company that provides shared charging services.,Xiaodian,https://www.crunchbase.com/organization/xiaodian,"Banking, Consumer Electronics, Electronics, Mobile Apps, Mobile Devices","Hangzhou, Zhejiang, China, Asia",Series B - Xiaodian,https://www.crunchbase.com/funding_round/xiaodian-series-b--2eef4647,4,"Gaorong Capital, HSG, Tencent, ZWC Partners",Early Stage Venture,"Gaorong Capital, HSG",Series B,2,350000000,CNY,50692165,,,,450000000,CNY,65202413,Yes,,https://w.dian.so/,$1M to $10M,Early Stage Venture,1,"228,383"
2017-04-11,Xiaodian is a technology company that provides shared charging services.,Xiaodian,https://www.crunchbase.com/organization/xiaodian,"Banking, Consumer Electronics, Electronics, Mobile Apps, Mobile Devices","Hangzhou, Zhejiang, China, Asia",Series A - Xiaodian,https://www.crunchbase.com/funding_round/xiaodian-series-a--c48a2339,6,"CDH Investments, DT Capital Partners, GSR Ventures, Incapital, Tencent, Vision Plus Capital",Early Stage Venture,"Tencent, Vision Plus Capital",Series A,2,100000000,CNY,14510248,,,,450000000,CNY,65202413,Yes,,https://w.dian.so/,$1M to $10M,Early Stage Venture,,"228,114"
2017-04-21,Shenzhen Urban Transport Planning Center provides traffic information engineering and technical services in China.,Shenzhen Urban Transport planning Center,https://www.crunchbase.com/organization/shenzhen-urban-transport-planning-center,"Big Data, Information Services, Smart Cities","Nanshanqu, Guangdong, China, Asia",Venture Round - Shenzhen Urban Transport planning Center,https://www.crunchbase.com/funding_round/shenzhen-urban-transport-planning-center-series-unknown--55605b6e,4,"Hillhouse Investment, Lenovo Capital and Incubator Group (LCIG), Shenzhen Shenyan Transportation, Tusholdings",,Lenovo Capital and Incubator Group (LCIG),Venture - Series Unknown,1,50000000,CNY,7262481,,,,50000000,CNY,7262481,Yes,,http://www.sutpc.com,,,3,"228,001"
