Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2024-11-06,Northern Hemisphere Technology is a high-tech company specializing in automotive-grade one-piece molded inductors.,Northern Hemisphere Technology,https://www.crunchbase.com/organization/northern-hemisphere-technology,Automotive,"Suzhou, Jiangsu, China, Asia",Venture Round - Northern Hemisphere Technology,https://www.crunchbase.com/funding_round/northern-hemisphere-technology-series-unknown--17320dd4,4,"Lucion, Oriza Holdings, Vinno Capital, Wuzhong High-Tech Ventures",,Lucion,Venture - Series Unknown,1,100000000,CNY,13931651,,,,100000000,CNY,13931651,Yes,,http://www.coiltec.cn,,,,"10,045",
2024-11-15,Moyang Biotechnology specializes in the development and consulting services of medical biomaterials for beauty sector.,Moyang Biotechnology,https://www.crunchbase.com/organization/moyang-biotechnology,"Biotechnology, Health Care, Medical","Minhang, Shanghai, China, Asia",Series B - Moyang Biotechnology,https://www.crunchbase.com/funding_round/moyang-biotechnology-series-b--6f7658fb,4,"BioTrack Capital, Hengxu Capital, Jinding Capital, Yanbei Capital",Early Stage Venture,"BioTrack Capital, Hengxu Capital, Yanbei Capital",Series B,2,100000000,CNY,13826478,,,,100000000,CNY,13826478,Yes,,https://www.mybiotec.com/,,Early Stage Venture,,"10,097",
2024-10-30,Zhiyuan Shenlan focuses on data-driven biomolecule design and manufacturing.,Zhiyuan Shenlan,https://www.crunchbase.com/organization/zhiyuan-shenlan,"Biotechnology, Life Science, Manufacturing","Beijing, Beijing, China, Asia",Seed Round - Zhiyuan Shenlan,https://www.crunchbase.com/funding_round/zhiyuan-shenlan-seed--d86faac3,4,"Innoangel Fund, Lingyi capital, Mega Technology, Tsinghua Capital",Seed,Innoangel Fund,Seed,1,1400000,USD,1400000,,,,1400000,USD,1400000,Yes,,,,Seed,4,"10,384",
2024-09-26,Fat Fee is a food-tech company focusing on the industrial application of fat replacement technology that solves the excessive fat issues.,Fat Fee,https://www.crunchbase.com/organization/fat-fee,"Food and Beverage, Food Processing, Health Care, Wellness","Beijing, Beijing, China, Asia",Series A - Fat Fee,https://www.crunchbase.com/funding_round/fat-fee-series-a--8d53ec36,4,"Eight Roads Ventures, Longcheng Yingcai Chuangtou, Shenzhen Capital Group, Shenzhen Venture Capital",Early Stage Venture,Shenzhen Capital Group,Series A,1,100000000,CNY,14265335,,,,100000000,CNY,14265335,Yes,,,,Early Stage Venture,,"10,512",
2024-10-16,Robot Era is an emerging technology business creates embodied intelligence and generic humanoid robot technologies and products.,Robot Era,https://www.crunchbase.com/organization/robot-era,"Electronics, Manufacturing, Robotics","Haidian, Beijing, China, Asia",Seed Round - Robot Era,https://www.crunchbase.com/funding_round/robot-era-seed--d3edd1ab,9,"Alibaba Group, Century Golden Resources Group, Chengdu High-tech Ceyuan Capital, Crystal Stream Capital, Jinding Capital, Lenovo Capital and Incubator Group (LCIG), Qingkong Tiancheng Asset Management, Vision Plus Capital, Zeyu Capital",Seed,"Alibaba Group, Crystal Stream Capital, Vision Plus Capital",Seed,3,300000000,CNY,42138382,,,,400000000,CNY,56082855,Yes,,https://www.robotera.com,,,,"10,671",
2024-11-25,"NeuroPlus is a developer of bioelectric sensing technologies, with an emphasis on new applications such as precise EEG measurement.",NeuroPlus,https://www.crunchbase.com/organization/neuroplus,"Biotechnology, Medical","Shenzhen, Guangdong, China, Asia",Seed Round - NeuroPlus,https://www.crunchbase.com/funding_round/neuroplus-seed--2af808f8,4,"Linkun Sina Fund, Seven Seas Partners, Taiyu Investment, Zhongke Angel Investment Fund",Seed,,Seed,1,,,,,,,,,,Yes,,http://neuroplus.cn,,Seed,2,"10,705",
2024-11-25,FLUX Information Technology is a provider of warehouse management and related supply chain software.,FLUX Information Technology,https://www.crunchbase.com/organization/flux-information-technology,"Software, Supply Chain Management","Pudong, Shandong, China, Asia",Venture Round - FLUX Information Technology,https://www.crunchbase.com/funding_round/flux-information-technology-series-unknown--3d41e574,3,"Gaocheng Capital, GL Ventures LLC, Matrix Partners China",,Matrix Partners China,Venture - Series Unknown,2,300000000,CNY,41403581,,,,300000000,CNY,41403581,Yes,,http://www.flux.com.cn/,,,2,"10,797",
2024-10-21,Zhixin Semiconductor manufactures high-reliability controllers and processor chips for automotive systems.,Zhixin Semiconductor,https://www.crunchbase.com/organization/zhixin-semiconductor,"Automotive, Manufacturing, Semiconductor","Tianjin, Guangdong, China, Asia",Series B - Zhixin Semiconductor,https://www.crunchbase.com/funding_round/zhixin-semiconductor-series-b--826eb417,3,"Hefei City Construction and Investment Holding Group, Hefei High-tech VC, Hefei Industry Investment Group",Early Stage Venture,Hefei Industry Investment Group,Series B,3,,,,,,,,,,Yes,,https://www.zhixin-semi.com,$10M to $50M,Early Stage Venture,,"10,819",
2024-11-23,GeneDart is a biotechnology company that specializes in the development and commercialization of synthetic biology technology products.,GeneDart,https://www.crunchbase.com/organization/genedart,"Biotechnology, Genetics, Medical","Shunyi, Beijing, China, Asia",Series A - GeneDart,https://www.crunchbase.com/funding_round/genedart-series-a--cae3f7e4,3,"Shunchuang Industrial Investment Management Fund, Shunyi Science and Technology Innovation Group, Zhongke Changguang Venture Capital",Early Stage Venture,,Series A,2,14070000,USD,14070000,,,,14070000,USD,14070000,Yes,,,,Early Stage Venture,,"10,885",
2024-09-26,Yihang.ai manufactures autonomous driving systems.,Yihang.ai,https://www.crunchbase.com/organization/yihang-ai,"Artificial Intelligence (AI), Autonomous Vehicles, Consumer Applications, Machine Learning, Manufacturing, Product Research, Software, Space Travel, Transportation","Changchun, Jilin, China, Asia",Series C - Yihang.ai,https://www.crunchbase.com/funding_round/yihang-ai-series-c--70045571,4,"BAIC Capital, Caitong Capital, Deqing Capital, Zhejiang Provincial Financial Holdings",Late Stage Venture,BAIC Capital,Series C,7,,,,,,,320000000,CNY,47152006,Yes,,http://yihang.ai/,Less than $1M,Late Stage Venture,1,"10,988",
2024-10-23,Zeidman Pharmaceuticals is a drug research and development company.,Zeidman Pharmaceuticals,https://www.crunchbase.com/organization/zeidman-pharmaceuticals,"Biopharma, Biotechnology, Medical","Pudong, Shandong, China, Asia",Series A - Zeidman Pharmaceuticals,https://www.crunchbase.com/funding_round/zeidman-pharmaceuticals-series-a--36c45105,4,"Bainuo Capital, Beida Fund, Hankang Capital, Qingdao Guoxin",Early Stage Venture,Qingdao Guoxin,Series A,2,100000000,CNY,14032527,,,,200000000,CNY,28512060,Yes,,http://www.thederma.com/,,Early Stage Venture,,"10,995",
2024-11-18,Lingtai Biotechnology is a pharmaceutical and biotechnology based company that develops targeted protein degradation drugs.,Lingtai Biotechnology,https://www.crunchbase.com/organization/lingtai-biotechnology,"Biotechnology, Manufacturing, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series A - Lingtai Biotechnology,https://www.crunchbase.com/funding_round/lingtai-biotechnology-series-a--c22506c3,3,"Lapam Capital, Tianrui Fengnian Investment, Zhangke Lingyi Investment",Early Stage Venture,Lapam Capital,Series A,2,100000000,CNY,13819026,,,,100000000,CNY,13819026,Yes,,https://leadingtac.com/,,Early Stage Venture,3,"11,039",
2024-10-11,"Hengren Intelligent specializes in the invention, design, and selling of CD-SEM equipment.",Hengren Intelligent,https://www.crunchbase.com/organization/hengren-intelligent,"Manufacturing, Semiconductor","Lishui, Zhejiang, China, Asia",Venture Round - Hengren Intelligent,https://www.crunchbase.com/funding_round/hengren-intelligent-series-unknown--ee763ce1,1,TusStar,,TusStar,Venture - Series Unknown,2,,,,,,,,,,Yes,,,,,,"11,243",
2024-10-21,Huize is a solid-state lithium-ion battery manufacturer and developer company.,Huize,https://www.crunchbase.com/organization/huize-aca4,"Battery, Manufacturing","Changzhou, Zhejiang, China, Asia",Seed Round - Huize,https://www.crunchbase.com/funding_round/huize-aca4-seed--1b2119a4,5,"Guosen Innovation Equity, Huiyu Investment, Sinopec Capital, Temasek Holdings, Yuhua Capital",Seed,Temasek Holdings,Seed,1,,,,,,,,,,Yes,,,,Seed,,"11,287",
2024-11-15,Tianhu Technology is a computational chemistry and AI-driven innovative drug molecule design provider.,Tianhu Technology,https://www.crunchbase.com/organization/tianhu-technology,"Artificial Intelligence (AI), Consulting, Medical","Minhang, Shanghai, China, Asia",Series A - Tianhu Technology,https://www.crunchbase.com/funding_round/tianhu-technology-series-a--ce3e66f0,4,"Bencao Capital, Jingtao Venture Capital, Qiming Venture Partners, Yonghua Capital",Early Stage Venture,Qiming Venture Partners,Series A,3,100000000,CNY,13826478,,,,25236478,USD,25236478,Yes,,https://www.matwings.com,,Early Stage Venture,,"11,345",
2024-11-18,"Aerospace Times Feipeng is an aerospace company that specializes in RandD, design, and production of unmanned transport aircraft.",Aerospace Times Feipeng,https://www.crunchbase.com/organization/aerospace-times-feipeng,"Aerospace, Air Transportation, Manufacturing","Kunshan, Anhui, China, Asia",Series B - Aerospace Times Feipeng,https://www.crunchbase.com/funding_round/aerospace-times-feipeng-series-b--2daeb4c1,4,"Jade Capital, Kunpeng Capital, Suzhou International Development Venture Capital, Suzhou Port and Shipping Group",Early Stage Venture,Suzhou Port and Shipping Group,Series B,1,,,,,,,,,,Yes,,http://www.htsdfp.com,,Early Stage Venture,,"11,355",
