Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2023-12-07,Dianyang Technology is committed to creating a one-stop shop for AI agent platforms.,Dianyang Technology,https://www.crunchbase.com/organization/dianyang-technology,"Artificial Intelligence (AI), Machine Learning","Shenzhen, Guangdong, China, Asia",Corporate Round - Dianyang Technology,https://www.crunchbase.com/funding_round/dianyang-technology-corporate-round--17959c06,1,Chuangfugang,,Chuangfugang,Corporate Round,1,,,,,,,,,,Yes,,http://dyearn.com,,,,"23,222",
2024-01-02,GUOZI focuses on the development and promotion of mobile robots.,GUOZI,https://www.crunchbase.com/organization/guozi,"Industrial Automation, Robotics, Security","Hangzhou, Zhejiang, China, Asia",Corporate Round - GUOZI,https://www.crunchbase.com/funding_round/guozi-corporate-round--00b18cb2,1,Astronergy,,Astronergy,Corporate Round,6,200000000,CNY,28170601,,,,333000000,CNY,47539722,Yes,,http://www.gzrobot.com/,$1M to $10M,,,"23,436",
2023-12-07,Endless Watts focuses on the research and development of optical storage and charging.,Endless Watts,https://www.crunchbase.com/organization/endless-watts,"Advanced Materials, Energy","Shenzhen, Guangdong, China, Asia",Angel Round - Endless Watts,https://www.crunchbase.com/funding_round/endless-watts-angel--acce3e88,4,"Shunwei Capital, Yunmu Capital, Yunqi Partners, ZhenFund",Seed,Shunwei Capital,Angel,1,150000000,CNY,20979608,,,,150000000,CNY,20979608,Yes,,,,Seed,4,"23,797",
2023-12-20,"Beichen Recycling is a green-tech company that provides innovative, low-carbon green recycling of waste to produce recycled materials.",Beichen Recycling,https://www.crunchbase.com/organization/beichen-recycling,"GreenTech, Recycling, Waste Management","Qingdao, Fujian, China, Asia",Seed Round - Beichen Recycling,https://www.crunchbase.com/funding_round/beichen-recycling-seed--e794dc18,1,China Merchants Venture Capital,Seed,China Merchants Venture Capital,Seed,1,10000000,CNY,1401522,,,,10000000,CNY,1401522,Yes,,,,Seed,,"24,567",
2023-12-18,"Mu Qin Zhi Neng is an unmanned vehicle product developer, dedicated to the R&D of UAV products mainly for agricultural purposes.",Mu Qin Zhi Neng,https://www.crunchbase.com/organization/mu-qin-zhi-neng,"Agriculture, AgTech, Autonomous Vehicles, Farming, Machinery Manufacturing, Manufacturing","Dongguang, Guangdong, China, Asia",Venture Round - Mu Qin Zhi Neng,https://www.crunchbase.com/funding_round/mu-qin-zhi-neng-series-unknown--69743459,2,"Horizon capital, XBOTPARK Jijin",,Horizon capital,Venture - Series Unknown,2,,,,,,,10000000,CNY,1544163,Yes,,https://www.mqzn.com.cn/sy,,,,"25,170",
2023-12-29,Rongfeng Digital Energy serves as an all-in-one source for energy storage solutions.,Rongfeng Digital Energy,https://www.crunchbase.com/organization/rongfeng-digital-energy,"Advanced Materials, Energy, Energy Storage","Shenzhen, Guangdong, China, Asia",Seed Round - Rongfeng Digital Energy,https://www.crunchbase.com/funding_round/rongfeng-digital-energy-seed--3c198702,1,Dagong Capital,Seed,Dagong Capital,Seed,1,,,,,,,,,,Yes,,,,Seed,,"25,243",
2023-12-27,IDT Micro is a microelectronics company that specializes in developing automotive-grade analog chips and power switching devices.,IDT Micro,https://www.crunchbase.com/organization/idt-micro,"Automotive, Electronics, Manufacturing","Guangzhou, Guangdong, China, Asia",Angel Round - IDT Micro,https://www.crunchbase.com/funding_round/idt-micro-angel--99f154b9,2,"Nuoyan Capital, South China Venture Capital",Seed,"Nuoyan Capital, South China Venture Capital",Angel,1,,,,,,,,,,Yes,,,,Seed,,"25,308",
2023-12-05,Wusuang Information focuses on the research of security technologies and the development of anti-cybercrime products.,Wusuang Information,https://www.crunchbase.com/organization/wusuang-information,"Cyber Security, Information Technology, Security","Chengdu, Sichuan, China, Asia",Series B - Wusuang Information,https://www.crunchbase.com/funding_round/wusuang-information-series-b--0f4c9775,1,Gaocheng Capital,Early Stage Venture,Gaocheng Capital,Series B,1,,,,,,,,,,Yes,,https://www.nosugartech.com,,Early Stage Venture,1,"25,472",
2023-12-20,Lingdong Microelectronics is a well-known domestic supplier of MCU products and application solutions.,Lingdong Microelectronics,https://www.crunchbase.com/organization/lingdong-microelectronics,"Manufacturing, Product Research, Semiconductor","Shanghai, Shanghai, China, Asia",Venture Round - Lingdong Microelectronics,https://www.crunchbase.com/funding_round/lingdong-microelectronics-series-unknown--b5c48625,1,Haiwang Capital,,Haiwang Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"25,556",
2023-12-11,Cornris Biotech is a pharmaceutical company that specializes in research and development related to brain-transmitting drugs.,Cornris Biotech,https://www.crunchbase.com/organization/cornris-biotech,"Biopharma, Medical, Pharmaceutical","Nanjing, Jiangsu, China, Asia",Series A - Cornris Biotech,https://www.crunchbase.com/funding_round/cornris-biotech-series-a--71f2a242,4,"Lenovo Capital and Incubator Group (LCIG), Nanjing Xuanwu High-Tech Investment Fund, Nanjing Xuzhuang Technology Venture Capital, Simcere Pharma",Early Stage Venture,Lenovo Capital and Incubator Group (LCIG),Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,"25,964",
2023-12-31,King Young Tech is a robot and automation system integration service provider.,King Young Tech,https://www.crunchbase.com/organization/king-young-tech,"3D Technology, Hardware, Industrial Automation, Machinery Manufacturing, Robotics","Nanjing, Jiangsu, China, Asia",Series A - King Young Tech,https://www.crunchbase.com/funding_round/king-young-tech-series-a--3126a03a,5,"China Railway Investment, Huayuan Investment, Jolmo Capital, Liming Venture Capital, Shenzhen Capital Group",Early Stage Venture,"China Railway Investment, Shenzhen Capital Group",Series A,2,100000000,CNY,14126608,,,,110000000,CNY,15618700,Yes,,http://www.kingyoungtech.com/,,Early Stage Venture,,"26,018",
2023-12-13,"Ruimo Environmental Protection specializes in recycled polymers made of PP, HIPS, and ABS. It combines sales, R&D, and production.",Ruimo Environmental Protection,https://www.crunchbase.com/organization/ruimo-environmental-protection,"Environmental Consulting, Recycling","Shanghai, Shanghai, China, Asia",Series A - Ruimo Environmental Protection,https://www.crunchbase.com/funding_round/ruimo-environmental-protection-series-a--5352044a,2,"Asahi Kasei, Summitview Capital",Early Stage Venture,"Asahi Kasei, Summitview Capital",Series A,1,,,,,,,,,,Yes,,https://www.re-mall.cn,,Early Stage Venture,,"26,006",
2023-12-25,Ceram Pharmaceuticals is a biotech firm that uses epigenetics to carry out R&D of drugs and diagnostic treatments for cancer and diseases.,Ceram Pharmaceuticals,https://www.crunchbase.com/organization/ceram-pharmaceuticals,"Biotechnology, Genetics, Medical, Pharmaceutical","Shenzhen, Guangdong, China, Asia",Series A - Ceram Pharmaceuticals,https://www.crunchbase.com/funding_round/ceram-pharmaceuticals-series-a--61bf5d0c,2,"Fortune Venture Capital, Hangzhou Heda Industry Fund",Early Stage Venture,"Fortune Venture Capital, Hangzhou Heda Industry Fund",Series A,2,100000000,CNY,14012471,,,,300000000,CNY,45482268,Yes,,http://www.cytosinlab.com/sy,,Early Stage Venture,2,"26,030",
2023-12-28,Aero Inno-Star is an innovative technology company that provides services in electronic ceramic materials and hybrid integrated packaging.,Aero Inno-Star,https://www.crunchbase.com/organization/aero-inno-star,"Advanced Materials, Electronics","Xian, Hunan, China, Asia",Angel Round - Aero Inno-Star,https://www.crunchbase.com/funding_round/aero-inno-star-angel--800edbe1,3,"Dongfang Jiafu, Xi'an Caijin, Xi'an Talent Fund",Seed,Dongfang Jiafu,Angel,1,50000000,CNY,7034328,,,,50000000,CNY,7034328,Yes,,,,Seed,1,"26,137",
2023-12-04,Zorrun Semiconductor is a semiconductor company specializing in the fabrication of wide-bandgap semiconductor crystal devices and materials.,Zorrun Semiconductor,https://www.crunchbase.com/organization/zorrun-semiconductor,"Advanced Materials, Manufacturing, Semiconductor","Rugao, Jiangsu, China, Asia",Private Equity Round - Zorrun Semiconductor,https://www.crunchbase.com/funding_round/zorrun-semiconductor-private-equity--58dd94d3,1,Kaide Yuehao Private Equity Fund Management,Private Equity,Kaide Yuehao Private Equity Fund Management,Private Equity,1,24000000,CNY,3386052,,,,24000000,CNY,3386052,Yes,,http://www.zorrun.com,,Private Equity,,"26,346",
2023-12-15,"Seamaty is committed to the exploration, manufacturing, and marketing of reagents and equipment for point-of-care testing (POCT).",Seamaty,https://www.crunchbase.com/organization/seamanty,"Manufacturing, Medical, Medical Device","Guangming, Hunan, China, Asia",Venture Round - Seamaty,https://www.crunchbase.com/funding_round/seamanty-series-unknown--508506e9,2,"Lichen Capital, Tianrui Fengnian Investment",,"Lichen Capital, Tianrui Fengnian Investment",Venture - Series Unknown,1,,,,,,,,,,Yes,,https://cn.seamaty.com,,,,"26,365",
2023-12-26,CrowdDigital Technology operates as an urban industrial internet service provider.,CrowdDigital Technology,https://www.crunchbase.com/organization/crowddigital-technology,"Industrial, Information Technology, Internet","Xiamen, Fujian, China, Asia",Seed Round - CrowdDigital Technology,https://www.crunchbase.com/funding_round/crowddigital-technology-seed--4e44a22a,2,"CHENGMEI VENTURES, Xiamen Torch Group Co",Seed,"CHENGMEI VENTURES, Xiamen Torch Group Co",Seed,1,,,,,,,,,,Yes,,https://www.crowddigital.cn/#/,,Seed,2,"26,386",
2023-12-29,Chongchong Biotechnology is a developer of insect viral biopesticides.,Chongchong Biotechnology,https://www.crunchbase.com/organization/chongchong-biotechnology,"Agriculture, Biopharma","Liuan, Anhui, China, Asia",Angel Round - Chongchong Biotechnology,https://www.crunchbase.com/funding_round/chongchong-biotechnology-angel--3db609cd,1,October Capital,Seed,October Capital,Angel,1,5600000,USD,5600000,,,,5600000,USD,5600000,Yes,,,,Seed,,"26,643",
2023-12-25,Hongxing Innovative Materials is a producer of chemical additives and adhesives for the lithium battery business.,Hongxing Innovative Materials,https://www.crunchbase.com/organization/hongxing-innovative-materials,"Advanced Materials, Chemical, Energy, Manufacturing","Longgang, Guangdong, China, Asia",Venture Round - Hongxing Innovative Materials,https://www.crunchbase.com/funding_round/hongxing-innovative-materials-series-unknown--a02e16a6,1,Jiarui Investment,,Jiarui Investment,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.hongxingmaterials.com,,,,"27,148",
2023-12-05,"Bodor Laser is a manufacturing company engaged in the R&D, production, and marketing of laser cutting machines.",Bodor Laser,https://www.crunchbase.com/organization/bodor-laser,"Laser, Machinery Manufacturing, Manufacturing","Jinan, Shandong, China, Asia",Venture Round - Bodor Laser,https://www.crunchbase.com/funding_round/bodor-laser-series-unknown--39886b91,2,"IDG Capital, Shunwei Capital",,"IDG Capital, Shunwei Capital",Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.bodor.com/,,,2,"27,165",
2023-12-12,Whale Chao Technology provides small and medium-sized businesses with all-domain growth solutions.,Whale Chao Technology,https://www.crunchbase.com/organization/whale-chao-technology,"Domain Registrar, Information Technology","Guangzhou, Guangdong, China, Asia",Angel Round - Whale Chao Technology,https://www.crunchbase.com/funding_round/whale-chao-technology-angel--15339676,3,"Dongliang Capital, XINGYUN GROUP, Zhihai Wangchao",Seed,Dongliang Capital,Angel,1,20000000,CNY,2786680,,,,20000000,CNY,2786680,Yes,,,,Seed,,"27,219",
2023-12-21,"Enerflow is a developer of flow batteries with expertise in the production, R&D, sales, & operation of flow batteries.",Enerflow,https://www.crunchbase.com/organization/enerflow-1241,"Battery, Energy, Manufacturing","Weifang, Shandong, China, Asia",Series A - Enerflow,https://www.crunchbase.com/funding_round/enerflow-1241-series-a--ee8a6a5c,2,"China Reform Securities, Hillhouse Ventures",Early Stage Venture,Hillhouse Ventures,Series A,2,,,,,,,,,,Yes,,http://enerflow.cn,,Early Stage Venture,,"27,669",
2023-12-07,Youyi New Materials produces materials with graphene coatings.,Youyi New Materials,https://www.crunchbase.com/organization/youyi-new-materials,"Advanced Materials, Manufacturing","Shenzhen, Guangdong, China, Asia",Seed Round - Youyi New Materials,https://www.crunchbase.com/funding_round/youyi-new-materials-seed--2b1a0b7e,2,"Bozhong Fund, Yunhao Capital",Seed,Yunhao Capital,Seed,1,,,,,,,,,,Yes,,,,Seed,2,"27,705",
2024-01-02,Dongpin Zaixian is a platform dedicated to the frozen food supply chain.,Dongpin Zaixian,https://www.crunchbase.com/organization/dongpin-cn,"E-Commerce, Food and Beverage, Food Processing","Foochow, Fujian, China, Asia",Series C - Dongpin Zaixian,https://www.crunchbase.com/funding_round/dongpin-cn-series-c--b8fd77c4,2,"Bull Capital, Huixin Capital",Late Stage Venture,Huixin Capital,Series C,7,100000000,CNY,14085301,,,,54958665,USD,54958665,Yes,,https://www.dongpin.cn/,,Late Stage Venture,,"27,720",
2023-11-20,Ibiome Biology is an intestinal bacteria drug developer focusing on research & development of microorganisms and metabolite pharmaceuticals.,Ibiome Biology,https://www.crunchbase.com/organization/ibiome-biology,"Biopharma, Biotechnology, Product Research","Hefei, Anhui, China, Asia",Seed Round - Ibiome Biology,https://www.crunchbase.com/funding_round/ibiome-biology-seed--57b46ebe,1,CICC Capital,Seed,CICC Capital,Seed,1,100000000,CNY,13949725,,,,100000000,CNY,13949725,Yes,,http://m.ibiome.com.cn,,Seed,1,"27,728",
2023-12-18,Huaxia Tebian is a developer of intelligent equipment with innovative energy power supplies.,Huaxia Tebian,https://www.crunchbase.com/organization/huaxia-tebian,"Energy, Manufacturing","Xiangtan, Hunan, China, Asia",Venture Round - Huaxia Tebian,https://www.crunchbase.com/funding_round/huaxia-tebian-series-unknown--3ad7773c,1,Rich Land Capital,,Rich Land Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.hxtzbyq.com,,,,"27,831",
2023-12-20,"Hesuo is a catering brand that develops and produces zero-sucrose baking products like scones, jujube cakes, and puddings.",Hesuo,https://www.crunchbase.com/organization/hesuo,"Bakery, Catering, Food and Beverage, Food Processing","Beijing, Beijing, China, Asia",Seed Round - Hesuo,https://www.crunchbase.com/funding_round/hesuo-seed--8b233731,2,"Kylinhall Partners, Lingke Venture Capital",Seed,Kylinhall Partners,Seed,2,1400000,USD,1400000,,,,2785656,USD,2785656,Yes,,,,Seed,,"28,450",
2023-12-29,ShinData is a database software development company that offers database management products and cloud services.,ShinData,https://www.crunchbase.com/organization/shindata,"Cloud Data Services, Information Technology, Software","Beijing, Beijing, China, Asia",Series B - ShinData,https://www.crunchbase.com/funding_round/shindata-series-b--2bc2fdad,2,"Binfu Capital, Bohai Securities",Early Stage Venture,"Binfu Capital, Bohai Securities",Series B,4,,,,,,,10000000,CNY,1589370,Yes,,http://www.shindata.com,,Early Stage Venture,2,"28,622",
2023-12-25,Advancechip designs and manufactures digital signal processor chips and embedded solutions.,Advancechip,https://www.crunchbase.com/organization/advancechip,"Electronics, Manufacturing, Semiconductor","Changshan, Hunan, China, Asia",Series D - Advancechip,https://www.crunchbase.com/funding_round/advancechip-series-d--7abc894c,8,"Co-Stone Venture Capital, GAC Capital, Guofang Capital, Huahong Hongxin Fund, Huiyou Investment, SAIC Capital, Shang Qi Capital, Tsinghua Holdings Capital",Late Stage Venture,"SAIC Capital, Shang Qi Capital",Series D,3,,,,,,,,,,Yes,,http://www.advancechip.com,$1M to $10M,Late Stage Venture,,"28,972",
2023-11-29,"Jucu Hospital Management is a comprehensive health care center that specializes in diagnosis, treatment, rehabilitation, and daily life.",Jucu Hospital Management,https://www.crunchbase.com/organization/jucu-hospital-management,"Child Care, Health Care, Health Diagnostics, Hospital, Rehabilitation","Huzhou, Zhejiang, China, Asia",Angel Round - Jucu Hospital Management,https://www.crunchbase.com/funding_round/jucu-hospital-management-angel--a46f9b80,1,Zelen Capital,Seed,Zelen Capital,Angel,1,10000000,CNY,1410656,,,,10000000,CNY,1410656,Yes,,https://www.zjjlyy.net,,Seed,1,"29,100",
2023-11-27,Keshuimao is an AI-based intelligent sleep monitoring company that provides sleep health-related products and hardware technology solutions.,Keshuimao,https://www.crunchbase.com/organization/keshuimao,"Artificial Intelligence (AI), Medical Device, Personal Health","Shenzhen, Guangdong, China, Asia",Venture Round - Keshuimao,https://www.crunchbase.com/funding_round/keshuimao-series-unknown--c5105be7,1,LongLing Capital,,LongLing Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"29,565",
2023-12-25,Moxiang still develops strategy card game.,Moxiang still,https://www.crunchbase.com/organization/moxiang-still,"Casual Games, Video Games","Chengdu, Sichuan, China, Asia",Corporate Round - Moxiang still,https://www.crunchbase.com/funding_round/moxiang-still-corporate-round--c3a6a725,1,Lilith Games,,Lilith Games,Corporate Round,1,,,,,,,,,,Yes,,,,,,"29,583",
2023-12-28,"Inkodi Electronics is a manufacturer of electronic components that specializes in integrated circuit design, chip R&D and design.",Inkedi Microelectronics,https://www.crunchbase.com/organization/inkedi-microelectronics,"Consumer Applications, Electrical Distribution","Nanjing, Jiangsu, China, Asia",Seed Round - Inkedi Microelectronics,https://www.crunchbase.com/funding_round/inkedi-microelectronics-seed--f433e67f,2,"Beijing Huafang Investment, Xinghua Dingli",Seed,Xinghua Dingli,Seed,2,100000000,CNY,14068655,,,,100000000,CNY,14068655,Yes,,,,Seed,,"29,647",
2023-12-29,Shentuo Biotechnology is a platform for gene therapy and revolutionary delivery technology.,Shentuo Biotechnology,https://www.crunchbase.com/organization/shentuo-biotechnology,"Biotechnology, Genetics, Medical","Wuxi Shi, Jiangsu, China, Asia",Angel Round - Shentuo Biotechnology,https://www.crunchbase.com/funding_round/shentuo-biotechnology-angel--c9d13d18,3,"Shanghai Kindly Enterprise Development Group, Transfar Capital, TriWise Capital",Seed,Transfar Capital,Angel,1,,,,,,,,,,Yes,,,,Seed,3,"29,819",
2023-12-18,DIGITWIN Technologies develops products and solutions in the field of 3D digital twins and enterprise metaverses.,DIGITWIN Technologies,https://www.crunchbase.com/organization/digitwin-technologies,"3D Technology, Digital Media, Image Recognition, Metaverse, Software","Shanghai, Shanghai, China, Asia",Series A - DIGITWIN Technologies,https://www.crunchbase.com/funding_round/digitwin-technologies-series-a--87c0475a,2,"Boquan Capital, Kunshan Hi-tech Venture Capital",Early Stage Venture,Kunshan Hi-tech Venture Capital,Series A,2,,,,,,,10000000,USD,10000000,Yes,,http://www.digitwin.com/,,Early Stage Venture,,"29,842",
2023-12-28,Threexiaocao is a high-tech IoT startup committed to developing a global intelligent IoT cloud service platform.,Threexiaocao,https://www.crunchbase.com/organization/threexiaocao,"Big Data, Cloud Data Services, Internet of Things","Shenzhen, Guangdong, China, Asia",Angel Round - Threexiaocao,https://www.crunchbase.com/funding_round/threexiaocao-angel--1f778f60,1,SZHTI Group,Seed,SZHTI Group,Angel,1,,,,,,,,,,Yes,,https://www.xcthings.com,,Seed,,"30,056",
2023-12-20,Xijian Technology is committed to advancing the industrialization of innovative human biomechanics imaging technology.,Xijian Technology,https://www.crunchbase.com/organization/xijian-technology,"Beauty, Industrial, Medical Device","Daxing, Beijing, China, Asia",Seed Round - Xijian Technology,https://www.crunchbase.com/funding_round/xijian-technology-seed--d04dfb13,3,"Everbright ReinFore, Yizhuang Venture Capital, Yuanhui Chuangyi",Seed,Yizhuang Venture Capital,Seed,1,,,,,,,,,,Yes,,https://xijiantech.cn,,Seed,,"30,007",
2023-12-15,Summer Island is a casual game developer.,Summer Island,https://www.crunchbase.com/organization/summer-island,"Digital Entertainment, Gaming","Shenzhen, Guangdong, China, Asia",Venture Round - Summer Island,https://www.crunchbase.com/funding_round/summer-island-series-unknown--d67efc11,1,Nowocap,,Nowocap,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.smil888.com,,,,"30,052",
2023-12-18,Reetoo Biotech is a biotechnology company that specializes in the integration of artificial intelligence and medical diagnosis.,Reetoo Biotech,https://www.crunchbase.com/organization/reetoo-biotech,"Artificial Intelligence (AI), Biotechnology, Medical","Shenzhen, Guangdong, China, Asia",Series B - Reetoo Biotech,https://www.crunchbase.com/funding_round/reetoo-biotech-series-b--42c6eabb,2,"CAS Investment Management, Shenzhen Investment Holdings",Early Stage Venture,CAS Investment Management,Series B,1,100000000,CNY,14019347,,,,100000000,CNY,14019347,Yes,,http://www.reetoo.com.cn,,Early Stage Venture,2,"30,087",
2023-12-07,Zhongyi Information Technology is an IoT platform that provides intelligent wireless communications and networking connection solutions.,Zhongyi Information Technology,https://www.crunchbase.com/organization/zhongyi-information-technology,"Communication Hardware, Information and Communications Technology (ICT), Information Technology, Internet, Internet of Things, Network Hardware","Shenzhen, Guangdong, China, Asia",Series A - Zhongyi Information Technology,https://www.crunchbase.com/funding_round/zhongyi-information-technology-series-a--18048c7d,2,"Shenzhen-Hong Kong Connect Capital, Zhongwei Yihe Investment",Early Stage Venture,Zhongwei Yihe Investment,Series A,1,100000000,CNY,13986405,,,,100000000,CNY,13986405,Yes,,https://www.szzyjt.net,,Early Stage Venture,,"30,097",
2023-12-28,Pusaida Sealing Adhesive is a high-tech business with independent R&D and innovation expertise in the fields of sealing and adhesives.,Pusaida Sealing Adhesive,https://www.crunchbase.com/organization/pusaida-sealing-adhesive,"Chemical, Industrial, Manufacturing","Dongguang, Guangdong, China, Asia",Seed Round - Pusaida Sealing Adhesive,https://www.crunchbase.com/funding_round/pusaida-sealing-adhesive-seed--cf24bd7d,1,Fosun RZ Capital,Seed,Fosun RZ Capital,Seed,1,10000000,CNY,1406866,,,,10000000,CNY,1406866,Yes,,http://www.pustar.com,$1M to $10M,Seed,,"30,122",
