Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2024-01-25,"GrandeurRF is a new technology company that combines RF device design, R&D, manufacturing, and sales.",GrandeurRF,https://www.crunchbase.com/organization/grandeurrf,"Electronics, Manufacturing","Wuhan, Hubei, China, Asia",Series B - GrandeurRF,https://www.crunchbase.com/funding_round/grandeurrf-series-b--1bb27ff6,5,"Changjiang Capital, Hubei Railway Group, Hunan High-tech Venture Capital Group, Wuhan Fingu Electronic Technology, Yongshang Industrial",Early Stage Venture,,Series B,3,200000000,CNY,28191249,,,,200000000,CNY,28191249,Yes,,http://www.grandeur-me.com/,,Early Stage Venture,,"15,788",
2024-05-07,Muxiang Biological is a manufacturing firm that designs and develops veterinary drugs that help to improve animal health.,Muxiang Biological,https://www.crunchbase.com/organization/muxiang-biological,"Biopharma, Manufacturing, Medical, Veterinary","Zhengzhou, Henan, China, Asia",Series B - Muxiang Biological,https://www.crunchbase.com/funding_round/muxiang-biological-series-b--23959b38,1,Henan CICC Huirong Fund Management,Early Stage Venture,Henan CICC Huirong Fund Management,Series B,1,10000000,CNY,1409066,,,,10000000,CNY,1409066,Yes,,https://www.muxiang.cn/,,Early Stage Venture,,"16,159",
2024-05-31,"ACGBOX is an anime snack food supplier, specialized in producing anime snack foods.",ACGBOX,https://www.crunchbase.com/organization/acgbox,"Animation, Food and Beverage, Snack Food","Jiading, Shanghai, China, Asia",Series A - ACGBOX,https://www.crunchbase.com/funding_round/acgbox-series-a--59e181c9,2,"Ventech China, Zonglv Ziben",Early Stage Venture,Ventech China,Series A,1,1410000,USD,1410000,,,,1410000,USD,1410000,Yes,,,,Early Stage Venture,1,"17,184",
2024-03-19,Lianyu Gongfang is a pre-prepared dish brand company that target B-C customers initially through online mini-programs and physical stores.,Lianshe Gongfang,https://www.crunchbase.com/organization/lianshe-gongfang,"Catering, Food and Beverage, Food Processing","Shanghai, Shanghai, China, Asia",Series A - Lianshe Gongfang,https://www.crunchbase.com/funding_round/lianshe-gongfang-series-a--785a8ed1,3,"Lecron Industrial Development Group, Lingrun Technology, Zhishan Huida Touzi",Early Stage Venture,,Series A,1,100000000,CNY,13890818,,,,100000000,CNY,13890818,Yes,,https://lianshegongfang.com/,,Early Stage Venture,,"17,739",
2024-01-13,"First Cover interprets the innovative concept of integrating beauty with technology, quickly establishing a unique market position.",First Cover,https://www.crunchbase.com/organization/first-cover-8c59,"Beauty, Cosmetics, Personal Care and Hygiene","Qingpu, Shanghai, China, Asia",Angel Round - First Cover,https://www.crunchbase.com/funding_round/first-cover-8c59-angel--f5296d8e,1,Matrix Partners China,Seed,Matrix Partners China,Angel,1,100000000,CNY,14059556,,,,100000000,CNY,14059556,Yes,,,,Seed,,"18,593",
2024-03-18,Micro Interventional is a company that develops active interventional innovative medical devices.,Micro Interventional,https://www.crunchbase.com/organization/micro-interventional,"Health Care, Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Seed Round - Micro Interventional,https://www.crunchbase.com/funding_round/micro-interventional-seed--46fc1f3c,3,"Huagai Capital, Shenzhen Guochuang Qinzhi Angel Fund, Taiyu Investment",Seed,Taiyu Investment,Seed,1,,,,,,,,,,Yes,,,,Seed,1,"19,044",
2024-03-13,On-Bright Electronics is a manufacturer of printed circuit boards.,On-Bright Electronics,https://www.crunchbase.com/organization/on-bright-electronics,Manufacturing,"Shanghai, Shanghai, China, Asia",Venture Round - On-Bright Electronics,https://www.crunchbase.com/funding_round/on-bright-electronics-series-unknown--f83366e5,8,"Baoding Investment, China Internet Investment Fund, CICC Capital, CTC Capital, Orca Capital, SAIC Capital, Shang Qi Capital, Wuyuefeng Science and Technology Innovation",,"CTC Capital, SAIC Capital, Shang Qi Capital",Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.on-bright.com/cn/,$50M to $100M,,,"19,555",
2024-05-24,Chaitin Tech is a world leading and technology driven cyber security solution provider.,Chaitin Tech,https://www.crunchbase.com/organization/chaitin-tech,"Cyber Security, Network Security, Security","Beijing, Beijing, China, Asia",Venture Round - Chaitin Tech,https://www.crunchbase.com/funding_round/chaitin-tech-series-unknown--a3e3b90f,5,"Apple Funds, CAS Investment Management, Legend Capital, Shanghai International Asset Management, Yima Investment",,"Legend Capital, Shanghai International Asset Management",Venture - Series Unknown,4,1000000000,CNY,140625220,,,,1133000000,CNY,160658507,Yes,,https://chaitin.cn,,M&A,,"19,906",
2024-04-08,Wanzefeng Group is a coastal enterprise that engages in the investment and development of new marine industry projects.,Wanzefeng Group,https://www.crunchbase.com/organization/wanzefeng-group,"Aquaculture, Marine Technology, Product Research","Rizhao, Shandong, China, Asia",Series A - Wanzefeng Group,https://www.crunchbase.com/funding_round/wanzefeng-group-series-a--e5c151f7,1,Rizhao City Finance Investment Group,Early Stage Venture,Rizhao City Finance Investment Group,Series A,1,,,,,,,,,,Yes,,http://www.wanzefeng.com/,,Early Stage Venture,,"19,992",
2024-02-26,Borei Electric is a company that produces advanced intelligent manufacturing equipment.,Borei Electric,https://www.crunchbase.com/organization/borei-electric,"Advanced Materials, Manufacturing","Hefei, Anhui, China, Asia",Venture Round - Borei Electric,https://www.crunchbase.com/funding_round/borei-electric-series-unknown--f4fb894a,3,"Anhui Hezhuang High-tech Achievement Fund, China Venture Capital, Founder H Fund",,"Anhui Hezhuang High-tech Achievement Fund, China Venture Capital, Founder H Fund",Venture - Series Unknown,1,100000000,CNY,13894196,,,,100000000,CNY,13894196,Yes,,,,,,"20,044",
2024-05-17,"Elephant Robotics develops a cooperative robot with integrated robot arm, voice, and vision systems.",Elephant Robotics,https://www.crunchbase.com/organization/elephant-robotics,"Consumer Electronics, Robotics, Software","Shenzhen, Guangdong, China, Asia",Series B - Elephant Robotics,https://www.crunchbase.com/funding_round/elephant-robotics-series-b--9c4c18ff,2,"Qinghui Investment, Yunzhuo Capital Investment",Early Stage Venture,Qinghui Investment,Series B,6,,,,,,,,,,Yes,,https://www.elephantrobotics.com,$1M to $10M,Early Stage Venture,1,"20,172",
2024-01-12,Zhiyihuiyun is a medical SaaS service provider that specializes in supplying medical supplies and SaaS services.,Zhiyihuiyun,https://www.crunchbase.com/organization/zhiyihuiyun,"Health Care, Medical, Pharmaceutical","Wuhu, Anhui, China, Asia",Funding Round - Zhiyihuiyun,https://www.crunchbase.com/funding_round/zhiyihuiyun-undisclosed--d840abbd,2,"Jingxin Fund, Wuhu Construction Investment",,Wuhu Construction Investment,Funding Round,1,200000000,CNY,28127022,4500000000,CNY,632857987,200000000,CNY,28127022,Yes,,,,,,"20,260",
2024-02-18,Veritas Medicine is a pharmaceutical company that specializes in development of innovative traditional medicine and CRO services.,Veritas Medicine,https://www.crunchbase.com/organization/veritas-medicine-cacc,"Biopharma, Medical, Pharmaceutical","Hangzhou, Zhejiang, China, Asia",Seed Round - Veritas Medicine,https://www.crunchbase.com/funding_round/veritas-medicine-cacc-seed--8370050e,1,Beijing Huafang Investment,Seed,Beijing Huafang Investment,Seed,1,,,,,,,,,,Yes,,,,Seed,1,"20,414",
2024-04-08,JSAB Technologies is a developer and manufacturer of semiconductor power devices and components.,JSAB Technologies,https://www.crunchbase.com/organization/jsab-technologies,"Manufacturing, Renewable Energy, Semiconductor","Shenzhen, Guangdong, China, Asia",Series C - JSAB Technologies,https://www.crunchbase.com/funding_round/jsab-technologies-series-c--23e7aff8,5,"AVIC Capital, Longding Investment, Shunxi Fund, Wanchuang Investment, Yiyuan Aerospace",Late Stage Venture,"AVIC Capital, Shunxi Fund",Series C,2,200000000,CNY,27659839,,,,380000000,CNY,55933719,Yes,,http://en.jsab-tech.com,,Late Stage Venture,,"20,539",
2024-04-02,"Jiakekangnuo Bio focuse on technology, promote industrial incubation through strategic investment, and achieves commercialization.",Jiakekangnuo Bio,https://www.crunchbase.com/organization/jiakekangnuo-bio,"Biotechnology, Industrial, Innovation Management","Fengxian, Shanghai, China, Asia",Angel Round - Jiakekangnuo Bio,https://www.crunchbase.com/funding_round/jiakekangnuo-bio-angel--9fb0c942,1,Qiming Venture Partners,Seed,,Angel,1,50000000,CNY,6912379,,,,50000000,CNY,6912379,Yes,,,,Seed,1,"20,579",
2024-05-30,Xunjie Guangyuan operates engages in the research and development of near-infrared spectroscopy analysis instruments.,Xunjie Guangyuan,https://www.crunchbase.com/organization/xunjie-guangyuan,Intelligent Systems,"Wuxi Shi, Jiangsu, China, Asia",Series A - Xunjie Guangyuan,https://www.crunchbase.com/funding_round/xunjie-guangyuan-series-a--bda3ccfd,3,"Fortune Venture Capital, Genesis Capital, Xianting Fund",Early Stage Venture,"Fortune Venture Capital, Genesis Capital",Series A,1,100000000,CNY,14079549,,,,100000000,CNY,14079549,Yes,,https://www.nir-ias.com/,,Early Stage Venture,,"20,818",
2024-05-16,Horizone Technologies is membrane materials and excellent filtration solutions manufacturer focusing on the R&D and production,Horizone Technologies,https://www.crunchbase.com/organization/horizone-technologies,"Industrial, Industrial Manufacturing, Manufacturing","Hangzhou, Zhejiang, China, Asia",Series A - Horizone Technologies,https://www.crunchbase.com/funding_round/horizone-technologies-series-a--09cdd3c6,1,Qiming Venture Partners,Early Stage Venture,,Series A,1,56000000,CNY,7758382,,,,56000000,CNY,7758382,Yes,,https://www.horizonecorp.com/,,Early Stage Venture,1,"20,827",
2024-02-23,"Dongjiang Pastoral is an agriculture company that engages in the plantation, farming, and retail of fruit, vegetables, and daily grains.",Dongjiang Pastoral,https://www.crunchbase.com/organization/dongjiang-pastoral,"Agriculture, Farming, Fruit, Retail","Huizhou, Guangdong, China, Asia",Series A - Dongjiang Pastoral,https://www.crunchbase.com/funding_round/dongjiang-pastoral-series-a--d127349b,1,Topsailing Capital,Early Stage Venture,Topsailing Capital,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,"20,893",
2024-02-23,JUZTLAB is a functional food brand based on traditional Chinese medicines.,JUZTLAB,https://www.crunchbase.com/organization/juztlab,"Health Care, Medical, Pharmaceutical","Jinshan, Shanghai, China, Asia",Angel Round - JUZTLAB,https://www.crunchbase.com/funding_round/juztlab-angel--733a0835,1,Guangzhou Ruoyuchen Technology,Seed,Guangzhou Ruoyuchen Technology,Angel,1,1400000,USD,1400000,,,,1400000,USD,1400000,Yes,,http://www.juztlab.com/,,Seed,1,"20,944",
2024-05-16,Liangbaba is a company that provides a one-stop service platform for grain circulation.,Liang Baba,https://www.crunchbase.com/organization/liangbaba,"Agriculture, Food and Beverage, Food Processing","Shanghai, Shanghai, China, Asia",Series A - Liang Baba,https://www.crunchbase.com/funding_round/liangbaba-series-a--5ad72692,3,"China Merchants Venture Capital, Guizhou Zhongken Fund, Zhaoken Capital",Early Stage Venture,Zhaoken Capital,Series A,1,100000000,CNY,13854253,,,,100000000,CNY,13854253,Yes,,https://www.liangbaba.com,,Early Stage Venture,,"21,146",
2024-02-08,"Qinfeng Seed Industry is an agricultural firm that provides contract farming, seed and agrochemical sales, and research and development.",Qinfeng Seed Industry,https://www.crunchbase.com/organization/qinfeng-seed-industry,"Agriculture, AgTech, Farming","Xianyang, Shaanxi, China, Asia",Venture Round - Qinfeng Seed Industry,https://www.crunchbase.com/funding_round/qinfeng-seed-industry-series-unknown--04f6437d,1,Beijing Shining Investment Management,,,Venture - Series Unknown,1,70000000,CNY,9837264,,,,70000000,CNY,9837264,Yes,,https://www.snsgr.com/,,,,"21,692",
2024-03-26,"InfiMotion is a company that specializes in the development, manufacturing, and selling of high-performance electric drive systems (EDU)",Infimotion,https://www.crunchbase.com/organization/infimotion,"Electric Vehicle, Manufacturing","Wuxi Shi, Jiangsu, China, Asia",Series A - Infimotion,https://www.crunchbase.com/funding_round/infimotion-series-a--05908445,5,"China Structural Reform Fund, Guolian New Venture, Hui Shan Financial Services Group, Huiheng Industry, Wuxi New Energy Industry Fund",Early Stage Venture,China Structural Reform Fund,Series A,2,,,,,,,420000000,CNY,58363326,Yes,,https://www.infimotion.com/CN,,,,"21,699",
2024-01-16,Kaihuai Herbal Juice is a beverage brand that focuses on providing healthy and medicinal juices.,Kaihuai Herbal Juice,https://www.crunchbase.com/organization/kaihuai-herbal-juice,"Food and Beverage, Nutrition, Wellness","Zhengzhou, Henan, China, Asia",Angel Round - Kaihuai Herbal Juice,https://www.crunchbase.com/funding_round/kaihuai-herbal-juice-angel--6f34f0d1,3,"Beijing Tianze Investment Management, China Investment Corporation, CIC Guochuang",Seed,Beijing Tianze Investment Management,Angel,1,1410000,USD,1410000,,,,1410000,USD,1410000,Yes,,,,Seed,,"21,806",
2024-03-19,"Pandomate is a cutting-edge company that combines trend product development and retail, culture and art brokerage.",Pandomat,https://www.crunchbase.com/organization/pandomat,Media and Entertainment,"Hangzhou, Zhejiang, China, Asia",Seed Round - Pandomat,https://www.crunchbase.com/funding_round/pandomat-seed--b490b71f,2,"Huaxing Growth Capital, Mochishan Venture Capital",Seed,"Huaxing Growth Capital, Mochishan Venture Capital",Seed,1,8000000,CNY,1111265,,,,8000000,CNY,1111265,Yes,,http://hzaofa.com,,Seed,,"21,997",
2024-04-15,Zhiqin Instruments is an instrument supplier that offers full solutions for analysis and testing to important industries.,Zhiqin Instruments,https://www.crunchbase.com/organization/zhiqin-instruments,Supply Chain Management,"Shenzhen, Guangdong, China, Asia",Series A - Zhiqin Instruments,https://www.crunchbase.com/funding_round/zhiqin-instruments-series-a--1fc5312d,3,"Feixi Industrial Investment, Hefei Innovation Investment, Shenzhen Junsheng Runshi",Early Stage Venture,,Series A,2,,,,,,,,,,Yes,,https://www.chinst.com.cn/,,Early Stage Venture,,"22,201",
2024-04-19,Tuliu.com is a comprehensive online platform for land transfers in China.,Tuliu.com,https://www.crunchbase.com/organization/tuliu-com,"Online Auctions, Online Portals, Small and Medium Businesses","Changshan, Hunan, China, Asia",Series C - Tuliu.com,https://www.crunchbase.com/funding_round/tuliu-com-series-c--a53dc3ac,1,Northern Light Venture Capital,Late Stage Venture,Northern Light Venture Capital,Series C,3,,,,,,,31243482,USD,31243482,Yes,,http://www.tuliu.com/,$1M to $10M,Late Stage Venture,,"22,372",
2024-04-11,Boyamaite is a research and development company that produces oral medical consumables,Boyamaite,https://www.crunchbase.com/organization/boyamaite,"Biopharma, Medical","Hefei, Anhui, China, Asia",Seed Round - Boyamaite,https://www.crunchbase.com/funding_round/boyamaite-seed--c448c246,2,"Hefei Binhu Financial Investment, Huaying",Seed,"Hefei Binhu Financial Investment, Huaying",Seed,1,,,,,,,,,,Yes,,,,Seed,,"22,407",
2024-04-29,"AnDiConBio develops innovative respiratory anti-infection drugs, focusing on pain and respiratory issues.",AnDiConBio,https://www.crunchbase.com/organization/andiconbio,"Biopharma, Pharmaceutical, Therapeutics","Jiaxing, Zhejiang, China, Asia",Series A - AnDiConBio,https://www.crunchbase.com/funding_round/andiconbio-series-a--c0edd0fe,10,"Cowin Capital, Huajin Avenue Investment, Huajin Capital, Jiarui Future Star, Jiaxing Xinchuang Venture Capital, Jinshajiang United Runpu Medical Fund, Shunjie Health, Simcere Pharma, Songze Capital, Wenzhou Capital",Early Stage Venture,"Huajin Avenue Investment, Huajin Capital",Series A,1,200000000,CNY,27629270,,,,200000000,CNY,27629270,Yes,,http://www.andicon.cn,,Early Stage Venture,6,"22,455",
2024-05-06,"Sino Soar Hybrid is dedicated to the solar related EPC projects as well as consulting, financing and Investment.",Sino Soar Hybrid,https://www.crunchbase.com/organization/sino-soar-hybrid,"Renewable Energy, Solar","Fengtai, Beijing, China, Asia",Series B - Sino Soar Hybrid,https://www.crunchbase.com/funding_round/sino-soar-hybrid-series-b--ffcf9f45,2,"Cowin Capital, Holystar Information Technology",Early Stage Venture,"Cowin Capital, Holystar Information Technology",Series B,2,100000000,CNY,14131479,,,,140000000,CNY,19815396,Yes,,http://www.sinosoarhybrid.com/,$1M to $10M,Early Stage Venture,,"22,523",
2024-05-28,X-Times is a technology company that creates high-end digital chip design solutions.,X-Times,https://www.crunchbase.com/organization/x-times,"Artificial Intelligence (AI), Electronic Design Automation (EDA), Semiconductor","Nanjing, Jiangsu, China, Asia",Series B - X-Times,https://www.crunchbase.com/funding_round/x-times-series-b--4ddbe3a8,2,"NRL Capital, Vertex Growth Fund",Early Stage Venture,"NRL Capital, Vertex Growth Fund",Series B,3,,,,,,,100000000,CNY,15770383,Yes,,http://www.xtimes-da.com/,,Early Stage Venture,2,"22,606",
2024-01-08,Tanovo offers a network security compliance management system.,Tanovo,https://www.crunchbase.com/organization/tanovo,"Cyber Security, Information Technology, Security","Hefei, Anhui, China, Asia",Series A - Tanovo,https://www.crunchbase.com/funding_round/tanovo-series-a--03768875,2,"Addor Capital, Anyuan Fund",Early Stage Venture,"Addor Capital, Anyuan Fund",Series A,1,,,,,,,,,,Yes,,https://www.tanovo.com,,Early Stage Venture,2,"22,671",
2024-05-01,OxSyns Biotech specializes in chemical synthesis and bioelectrochemical sensing for the chemical industry.,OxSyns Biotech,https://www.crunchbase.com/organization/oxsyns-biotech,"Biotechnology, Life Science, Manufacturing","Beijing, Beijing, China, Asia",Series A - OxSyns Biotech,https://www.crunchbase.com/funding_round/oxsyns-biotech-series-a--0ef5c6ea,4,"CDH Investments, China Prosperity Capital, Innoangel Fund, Tianze Capital",Early Stage Venture,"CDH Investments, Tianze Capital",Series A,2,,,,,,,,,,Yes,,https://www.oxsyns.com,,Early Stage Venture,,"22,703",
2024-04-03,Aoshi Environmental specializes in high-performance reverse osmosis and nanofiltration membrane separation.,Aoshi Environmental,https://www.crunchbase.com/organization/aoshi-environmental,"Biotechnology, Life Science","Huzhou, Zhejiang, China, Asia",Series A - Aoshi Environmental,https://www.crunchbase.com/funding_round/aoshi-environmental-series-a--95006cb7,8,"Caitong Capital, Caitong Innovation, Changpei Capital, Changxing Financial Holdings, Glory Ventures, Minsheng Securities, Ruixia Investment, ZSVC",Early Stage Venture,"Caitong Innovation, Glory Ventures, ZSVC",Series A,1,100000000,CNY,13820936,,,,100000000,CNY,13820936,Yes,,http://www.oriosmo.cn,,Early Stage Venture,3,"22,743",
2024-03-01,Yuansuan supports businesses in increasing digital R&D for industrial items and facility maintenance.,Yuansuan Technology,https://www.crunchbase.com/organization/yuansuan-technology,"Information Services, Manufacturing, Software","Hangzhou, Zhejiang, China, Asia",Series C - Yuansuan Technology,https://www.crunchbase.com/funding_round/yuansuan-technology-series-c--5c7e74c8,3,"CDH Investments, CITIC Securities, Zhejiang Provincial Financial Holdings",Late Stage Venture,"CITIC Securities, Zhejiang Provincial Financial Holdings",Series C,1,,,,,,,,,,Yes,,https://www.yuansuan.com/en,,Late Stage Venture,,"22,746",
2024-01-16,Pintu Vision Technology specializes in the development of machine vision technologies and systems.,Pintu Vision Technology,https://www.crunchbase.com/organization/pintu-vision-technology,"Computer Vision, Industrial, Test and Measurement, Visual Search","Longgang, Guangdong, China, Asia",Series A - Pintu Vision Technology,https://www.crunchbase.com/funding_round/pintu-vision-technology-series-a--ee66fe2c,2,"Qingsong Fund, XBOTPARK Jijin",Early Stage Venture,Qingsong Fund,Series A,1,,,,,,,,,,Yes,,http://en.prevt.cn/,,Early Stage Venture,,"23,095",
2024-02-14,Deco Medical is a myocardial repair service provider and an innovative medical device research and development enterprise.,Deco Medical,https://www.crunchbase.com/organization/deco-medical,"Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Seed Round - Deco Medical,https://www.crunchbase.com/funding_round/deco-medical-seed--d625739e,1,Tasly Capital,Seed,Tasly Capital,Seed,1,,,,,,,,,,Yes,,,,Seed,1,"23,269",
2024-02-20,"Hanbang Technology integrates R&D, production, and trade, with liquid chromatography products as the core.",Hanbang Technology,https://www.crunchbase.com/organization/hanbang-technology,"Electronics, Industrial, Manufacturing","Zhangshan, Guangdong, China, Asia",Venture Round - Hanbang Technology,https://www.crunchbase.com/funding_round/hanbang-technology-series-unknown--30f3d674,3,"GF Xinde Investment Management, Huihe Asset, Zhongshan Venture Capital",,"GF Xinde Investment Management, Zhongshan Venture Capital",Venture - Series Unknown,3,,,,,,,700000000,CNY,107228247,Yes,,https://www.hb3dp.com/,$1M to $10M,,3,"23,291",
2024-01-10,Crispy Chicken Diary is a fried chicken fast food chain company.,Crispy Chicken Diary,https://www.crunchbase.com/organization/crispy-chicken-diary,"Food and Beverage, Food Trucks, Snack Food","Guangzhou, Guangdong, China, Asia",Seed Round - Crispy Chicken Diary,https://www.crunchbase.com/funding_round/crispy-chicken-diary-seed--d8f86ea5,1,China Business Capital,Seed,China Business Capital,Seed,1,,,,,,,,,,Yes,,,,Seed,1,"23,341",
2024-03-04,Xindan Intelligence is an AI startup company.,Xindan Intelligence,https://www.crunchbase.com/organization/xindan-intelligence,"Artificial Intelligence (AI), Information Technology","Shenzhen, Guangdong, China, Asia",Seed Round - Xindan Intelligence,https://www.crunchbase.com/funding_round/xindan-intelligence-seed--3abca763,2,"APUS Group, Zhou Hongyang",Seed,"APUS Group, Zhou Hongyang",Seed,1,,,,,,,,,,Yes,,,,Seed,,"23,348",
2024-04-23,"Pavos Burger specializes in hamburgers for the e-sports sector, blending the enjoyment of food with competitive gaming.",Pivos Burger,https://www.crunchbase.com/organization/pivos-burger,"Brand Marketing, Food and Beverage, Sports","Wuxi Shi, Jiangsu, China, Asia",Series B - Pivos Burger,https://www.crunchbase.com/funding_round/pivos-burger-series-b--e749143d,1,Source Code Capital,Early Stage Venture,Source Code Capital,Series B,1,60000000,CNY,8281002,,,,60000000,CNY,8281002,Yes,,,,Early Stage Venture,,"23,366",
