Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2025-05-15,KargoBot is an autonomous driving company that aims to commercialize robotrucks in a sustainable and scalable manner.,KargoBot,https://www.crunchbase.com/organization/kargobot,"Artificial Intelligence (AI), Automotive","Beijing, Beijing, China, Asia",Series A - KargoBot,https://www.crunchbase.com/funding_round/kargobot-series-a--2a23e0c4,4,"Chengdu High-tech Ceyuan Capital, Ordos State Investment Group, Shaanxi Automobile Fund, Shenzhen Capital Group",Early Stage Venture,,Series A,4,300000000,CNY,41626197,,,,1350000000,CNY,185724587,Yes,,https://kargobot.ai/en/,$10M to $50M,Early Stage Venture,2,199,
2025-05-25,Xingchen Optoelectronics is dedicated to breaking down the barriers of traditional laser communication payload solutions.,Xingchen Optoelectronics,https://www.crunchbase.com/organization/xingchen-optoelectronics,"Laser, Satellite Communication","Suzhou, Jiangsu, China, Asia",Seed Round - Xingchen Optoelectronics,https://www.crunchbase.com/funding_round/xingchen-optoelectronics-seed--33df0f60,3,"Addor Capital, Engage Capital, Essential Capital",Seed,"Addor Capital, Essential Capital",Seed,2,,,,,,,,,,Yes,,,,Seed,1,201,
2025-05-27,Chenglian Technology is a high-tech enterprise that focuses on the digital manufacturing of the whole process of dentistry.,Chenglian Technology,https://www.crunchbase.com/organization/chenglian-technology,"3D Printing, Dental, Manufacturing, Medical Device","Nanjing, Jiangsu, China, Asia",Series B - Chenglian Technology,https://www.crunchbase.com/funding_round/chenglian-technology-series-b--3d7fff9f,2,"Fortune Venture Capital, ShenZhen GTJA Investment Group",Early Stage Venture,"Fortune Venture Capital, ShenZhen GTJA Investment Group",Series B,4,200000000,CNY,27822216,,,,576000000,CNY,82978139,Yes,,https://chamlion3d.com/,,Early Stage Venture,1,206,
2025-05-22,Lead Health is a hard technology startup company that transforms scientific and technological achievements of the academician team.,Lead Health,https://www.crunchbase.com/organization/lead-health,"Biotechnology, Life Science, Manufacturing, Pharmaceutical","Guangzhou, Guangdong, China, Asia",Seed Round - Lead Health,https://www.crunchbase.com/funding_round/lead-health-seed--04e71262,6,"CAS Star, Insight Capital, Jiadao Capital, Jiuzhou Xinnuo, Juke Emerging Industry Venture Capital, Qiji Investment",Seed,Jiadao Capital,Seed,1,100000000,CNY,13881177,,,,100000000,CNY,13881177,Yes,,http://www.leadhealthcare.com.cn,,Seed,2,221,
2025-05-12,"X Square is a company aiming to create a universal brain-cerebellum system for robots, encompassing capabilities from perception to action.",X Square,https://www.crunchbase.com/organization/x-square,"Artificial Intelligence (AI), Robotic Process Automation (RPA), Robotics","Shenzhen, Guangdong, China, Asia",Series A - X Square,https://www.crunchbase.com/funding_round/x-square-series-a--8daffee1,2,"Longzhu Capital, Meituan",Early Stage Venture,Meituan,Series A,6,,,,,,,100000000,CNY,14086888,Yes,,http://www.x2robot.com,,Early Stage Venture,,228,
2025-05-30,Sungen Biomedical is engaged in the development of first-in-class (FIC) antibody therapeutics.,Sungen Biomedical,https://www.crunchbase.com/organization/sungen-biomedical,"Biopharma, Health Care, Medical","Daxing, Beijing, China, Asia",Series A - Sungen Biomedical,https://www.crunchbase.com/funding_round/sungen-biomedical-series-a--66e06eda,6,"Beijing Chuangjing Shunze Venture Capital, Fortune Venture Capital, Green Pine Capital Partners, Hotgen, Lishui Qiaoda Venture Capital, New Vision Capital",Early Stage Venture,Green Pine Capital Partners,Series A,1,300000000,CNY,41688090,,,,300000000,CNY,41688090,Yes,,https://www.sungenbiomed.com/,,Early Stage Venture,4,231,
2025-05-15,Zhongke Bosheng develops and manufactures thermoelectric semiconductor materials.,Zhongke Bosheng,https://www.crunchbase.com/organization/zhongke-bosheng,,"Tongxiang, Zhejiang, China, Asia",Series A - Zhongke Bosheng,https://www.crunchbase.com/funding_round/zhongke-bosheng-series-a--244115e8,4,"CAS Star, Gezhi Capital, Liyang Venture Capital, Shanghai Daohe Long-term Investment Management",Early Stage Venture,"Gezhi Capital, Shanghai Daohe Long-term Investment Management",Series A,2,100000000,CNY,13875399,,,,100000000,CNY,13875399,Yes,,,,Early Stage Venture,,250,
2025-05-12,Yihang.ai manufactures autonomous driving systems.,Yihang.ai,https://www.crunchbase.com/organization/yihang-ai,"Artificial Intelligence (AI), Autonomous Vehicles, Consumer Applications, Machine Learning, Manufacturing, Product Research, Software, Space Travel, Transportation","Changchun, Jilin, China, Asia",Series D - Yihang.ai,https://www.crunchbase.com/funding_round/yihang-ai-series-d--345a2395,3,"Deqing Capital, Horizon Robotics, Zhejiang Provincial Financial Holdings",Late Stage Venture,,Series D,7,,,,,,,320000000,CNY,47152006,Yes,,http://yihang.ai/,Less than $1M,Late Stage Venture,,263,
2025-05-20,Qianjue Technology is a company that created the first full-stack application-level robot model.,Qianjue Technology,https://www.crunchbase.com/organization/qianjue-technology,"Artificial Intelligence (AI), Robotics","Beijing, Beijing, China, Asia",Seed Round - Qianjue Technology,https://www.crunchbase.com/funding_round/qianjue-technology-seed--7aa9249b,3,"Peakvest, Stony Creek Capital, Vertex Ventures China",Seed,,Seed,4,,,,,,,,,,Yes,,https://www.qj-robots.com,,Seed,,289,
2025-06-04,"Weisheng Automotive Technology is an innovative technology company with R&D, design, and manufacturing of new energy vehicles.",Weisheng Automotive Technology,https://www.crunchbase.com/organization/weisheng-automotive-technology,"Automotive, Energy Management, Manufacturing","Ningbo, Zhejiang, China, Asia",Venture Round - Weisheng Automotive Technology,https://www.crunchbase.com/funding_round/weisheng-automotive-technology-series-unknown--36cb8e47,2,"China Life Capital, Dongfeng Asset Management",,"China Life Capital, Dongfeng Asset Management",Venture - Series Unknown,2,250000000,CNY,34793743,,,,250000000,CNY,34793743,Yes,,http://www.visu-autotec.com,,,,295,
2025-05-23,China Shipping Energy Storage is a company specializing in the development of new energy storage technology.,China Shipping Energy Storage,https://www.crunchbase.com/organization/china-shipping-energy-storage,"CleanTech, Energy, Energy Storage","Changping, Beijing, China, Asia",Series A - China Shipping Energy Storage,https://www.crunchbase.com/funding_round/china-shipping-energy-storage-series-a--af443ada,3,"Ant Group, Beijing Changping Small and Medium Enterprise Growth Investment Fund, Junheng Investment",Early Stage Venture,Ant Group,Series A,2,100000000,CNY,13926413,,,,100000000,CNY,13926413,Yes,,https://www.zhcnkj.com.cn,,Early Stage Venture,,301,
2025-05-13,"OYMotion Technologies is a manufacturing company that develops small profile, biometric sensors, and pattern recognition technologies.",OYMotion Technologies,https://www.crunchbase.com/organization/oymotion-technologies-inc,"Artificial Intelligence (AI), Biometrics, Machine Learning, Manufacturing, Product Design, Robotics, Sensor","Shanghai, Shanghai, China, Asia",Series B - OYMotion Technologies,https://www.crunchbase.com/funding_round/oymotion-technologies-inc-series-b--354d8b30,3,"Infinity Equity, Womeida Capital, Zhejiang Development Asset Management",Early Stage Venture,,Series B,6,100000000,CNY,13882526,,,,43833981,USD,43833981,Yes,,https://www.oymotion.com,,Early Stage Venture,,315,
2025-05-14,BoTing Optoelectronics focuses on high-quality scientific product sales and transforming research into practical applications.,BoTing Optoelectronics,https://www.crunchbase.com/organization/boting-optoelectronics,Manufacturing,"Tianjin, Guangdong, China, Asia",Angel Round - BoTing Optoelectronics,https://www.crunchbase.com/funding_round/boting-optoelectronics-angel--5862b242,1,Hairun Zhitong,Seed,,Angel,1,,,,,,,,,,Yes,,http://www.protechwin.com/,,Seed,,331,
2025-05-29,Yushi Space is a liquid rocket developer that focuses on the development and manufacture reusable liquid rockets.,Yushi Space,https://www.crunchbase.com/organization/yushi-space,,"Haidian, Beijing, China, Asia",Angel Round - Yushi Space,https://www.crunchbase.com/funding_round/yushi-space-angel--472cbe79,3,"Fibonacci VC, Huacang Capital, Kylinhall Partners",Seed,Fibonacci VC,Angel,2,100000000,CNY,13912269,,,,100000000,CNY,13912269,Yes,,,,Seed,,357,
2025-05-28,"UniX AI focuses on independent research and development, large-scale manufacturing, and diverse applications across multiple scenarios.",UniX AI,https://www.crunchbase.com/organization/unix-ai,"Artificial Intelligence (AI), Information Technology, Robotics","Shanghai, Shanghai, China, Asia",Seed Round - UniX AI,https://www.crunchbase.com/funding_round/unix-ai-seed--d3361319,3,"Chang'an Capital, Seine Ventures, Zhongguancun Development Frontier Enterprise Investment Fund",Seed,,Seed,1,,,,,,,,,,Yes,,https://www.unix-group.ai/,,Seed,,366,
2025-05-21,Aurora Starcom is a national high-tech company specialising in the research and development of space laser communication technology.,Aurora Starcom,https://www.crunchbase.com/organization/aurora-starcom,"Communication Hardware, Communications Infrastructure","Beijing, Beijing, China, Asia",Series A - Aurora Starcom,https://www.crunchbase.com/funding_round/aurora-starcom-series-a--0d623ec0,5,"Beijing Commercial Aerospace and Low-altitude Economic Industry Investment Fund, Binfu Capital, Changjiang Capital, Optics Valley Financial Holdings, Yarong Venture Capital",Early Stage Venture,,Series A,4,100000000,CNY,13884068,,,,100000000,CNY,13884068,Yes,,,,Early Stage Venture,2,380,
2025-05-19,Junhemeng is a research and development company of recombinant protein drugs.,Junhemeng Biopharmaceutical,https://www.crunchbase.com/organization/junhemeng-biopharmaceutical,"Biopharma, Biotechnology, Medical","Hangzhou, Zhejiang, China, Asia",Venture Round - Junhemeng Biopharmaceutical,https://www.crunchbase.com/funding_round/junhemeng-biopharmaceutical-series-unknown--c21682ec,1,CSPC Pharmaceutical Fund,,CSPC Pharmaceutical Fund,Venture - Series Unknown,4,,,,,,,390000000,CNY,55318229,Yes,,https://www.jhm-biopharma.com/zh_CN/index,,,1,398,
2025-05-22,Veminsyn is a biotechnology company.,Veminsyn,https://www.crunchbase.com/organization/veminsyn,"Biopharma, Biotechnology, Manufacturing, Medical","Changping, Beijing, China, Asia",Venture Round - Veminsyn,https://www.crunchbase.com/funding_round/veminsyn-series-unknown--2440f441,2,"Meicifang Investment, Nice Group",,Meicifang Investment,Venture - Series Unknown,2,99000000,CNY,13741793,,,,199000000,CNY,27626632,Yes,,http://veminsyn.com/,,,1,407,
2025-06-04,"Changzhou Fuxing Mechanical and Electrical Co. manufactures servo, brushless DC, and hybrid stepper motors.",Changzhou Fuxing Mechanical and Electrical Co.,https://www.crunchbase.com/organization/changzhou-fuxing-mechanical-and-electrical-co,"Industrial, Industrial Engineering, Manufacturing","Changzhou, Zhejiang, China, Asia",Series B - Changzhou Fuxing Mechanical and Electrical Co.,https://www.crunchbase.com/funding_round/changzhou-fuxing-mechanical-and-electrical-co-series-b--6eeac7b0,7,"China Reform Fund Management, CLSA, Co-Stone Venture Capital, GAC Capital, Highlight Capital, SR Capital, Tongge Venture Capital",Early Stage Venture,,Series B,1,,,,,,,,,,Yes,,https://www.fullingmotor.com,$100M to $500M,Early Stage Venture,,420,
2025-06-04,Spurious is the developer of the small molecule anti-tumordrug developers.,Spurious,https://www.crunchbase.com/organization/spurious,Health Care,"Shanghai, Shanghai, China, Asia",Seed Round - Spurious,https://www.crunchbase.com/funding_round/spurious-seed--5f7ab1fd,4,"BioTrack Capital, Hankang Capital, Lichen Capital, LongRiver Investments",Seed,"BioTrack Capital, Hankang Capital",Seed,1,200000000,CNY,27834994,,,,200000000,CNY,27834994,Yes,,,,Seed,2,440,
2025-05-06,Qianjue Robot researches and develops multimodal tactile perception and intelligence technologies for precision robot operations.,Qianjue Robot,https://www.crunchbase.com/organization/qianjue-robot,"Business Intelligence, Industrial Engineering, Robotics","Shanghai, Shanghai, China, Asia",Series A - Qianjue Robot,https://www.crunchbase.com/funding_round/qianjue-robot-series-a--339b2491,3,"Gobi China, Oriza Seed Capital (Oriza Yuandian), Xiaomiao Langcheng",Early Stage Venture,,Series A,2,,,,,,,,,,Yes,,,,Early Stage Venture,1,446,
2025-04-24,Core Medical Technology develops ventricular assist devices and equipment.,Core Medical Technology,https://www.crunchbase.com/organization/core-medical-technology,"Manufacturing, Medical, Medical Device","Shenzhen, Guangdong, China, Asia",Series D - Core Medical Technology,https://www.crunchbase.com/funding_round/core-medical-technology-series-d--0e40f611,6,"Co-Stone Venture Capital, Delian Capital, Legend Capital, Loyal Valley Capital, New Alliance Capital, Prosperity7 Ventures",Late Stage Venture,"Co-Stone Venture Capital, Legend Capital, Loyal Valley Capital, Prosperity7 Ventures",Series D,4,100000000,USD,100000000,,,,159684420,USD,159684420,Yes,,http://www.coretechmed.com,,Late Stage Venture,1,473,
2025-05-19,Accurate International is a tumor organoid industry chain technology platform.,Accurate International,https://www.crunchbase.com/organization/accurate-international,"Biotechnology, Clinical Trials, Medical","Guangzhou, Guangdong, China, Asia",Series B - Accurate International,https://www.crunchbase.com/funding_round/accurate-international-series-b--c0146608,2,"Guangdong Technology Financial Group, TopoScend Capital",Early Stage Venture,Guangdong Technology Financial Group,Series B,2,100000000,CNY,13861935,,,,100000000,CNY,13861935,Yes,,http://www.3dbudcare.com/,,Early Stage Venture,,499,
2025-05-22,Boyin Hearing offers a comprehensive selection of hearing treatments for persons suffering from hearing loss.,Boyin Hearing,https://www.crunchbase.com/organization/boyin-hearing,"Health Care, Medical, Medical Device","Minhang, Shanghai, China, Asia",Series B - Boyin Hearing,https://www.crunchbase.com/funding_round/boyin-hearing-series-b--5691e43c,1,Suzhou International Development Venture Capital,Early Stage Venture,Suzhou International Development Venture Capital,Series B,3,,,,,,,200000000,CNY,27435817,Yes,,https://www.boinhearing.com/,,Early Stage Venture,,502,
2025-05-21,Rongxin Zhiyuan is a company in the field of AI computing power.,Rongxin Zhiyuan,https://www.crunchbase.com/organization/rongxin-zhiyuan,Computer,"Beijing, Beijing, China, Asia",Seed Round - Rongxin Zhiyuan,https://www.crunchbase.com/funding_round/rongxin-zhiyuan-seed--6e477e61,1,Winsoul Capital,Seed,Winsoul Capital,Seed,1,,,,,,,,,,Yes,,http://www.rongxzy.com/,,Seed,1,506,
2025-05-20,Digital Light Core is a digital light field chip developer.,Digital Light Core,https://www.crunchbase.com/organization/digital-light-core,"Advanced Materials, Application Specific Integrated Circuit (ASIC)","Beijing, Beijing, China, Asia",Series A - Digital Light Core,https://www.crunchbase.com/funding_round/digital-light-core-series-a--5b1128dd,5,"Dalai Misi, Fanghua Fund, FutureX Capital, Guangdong Hengqin Shenhe Industrial Investment, Zhejiang Dafeng Industry",Early Stage Venture,Guangdong Hengqin Shenhe Industrial Investment,Series A,3,,,,,,,190000000,CNY,27048940,Yes,,https://www.light-chip.cn/,,Early Stage Venture,,508,
2025-05-14,Interstellar Lightyear Technology is a developer specializing in dexterous robotic hands.,Interstellar Lightyear,https://www.crunchbase.com/organization/interstellar-lightyear,"Health Care, Industrial Automation, Manufacturing","Beijing, Beijing, China, Asia",Seed Round - Interstellar Lightyear,https://www.crunchbase.com/funding_round/interstellar-lightyear-seed--9893c043,4,"Frees Fund, Next Capital, Seas Capital, Tsinghua Capital",Seed,"Frees Fund, Seas Capital",Seed,1,,,,,,,,,,Yes,,https://www.4startime.com/index.html,,Seed,2,512,
2025-05-21,Minxin Technology is a developer of photothermal curing functional materials.,Minxin Technology,https://www.crunchbase.com/organization/minxin-technology,"Marketing, Sales, Service Industry","Jinshan, Shanghai, China, Asia",Series B - Minxin Technology,https://www.crunchbase.com/funding_round/minxin-technology-series-b--1ed5d37d,4,"F&G Venture, Insight Capital, Korea Investment Partners, Sky9 Capital",Early Stage Venture,F&G Venture,Series B,2,99000000,CNY,13745227,,,,199000000,CNY,27786621,Yes,,http://www.winscene.com.cn,,Early Stage Venture,,516,
2025-05-23,Feynman Technology is a technology company that develops and produces new structural tires and innovative track technology products,Feynman Technology,https://www.crunchbase.com/organization/feynman-technology,"Industrial Engineering, Industrial Manufacturing, Semiconductor","Huoshan, Anhui, China, Asia",Angel Round - Feynman Technology,https://www.crunchbase.com/funding_round/feynman-technology-angel--fb650362,1,Plum Ventures,Seed,Plum Ventures,Angel,1,10000000,CNY,1392641,,,,10000000,CNY,1392641,Yes,,http://www.wxfm-tech.com/,,Seed,,525,
2025-05-14,Weiguang Technology is a company dedicated to the research and development of smart augmented reality (AR) glasses.,Weiguang Technology,https://www.crunchbase.com/organization/weiguang-technology,"Eyewear, Manufacturing","Putuo, Shanghai, China, Asia",Seed Round - Weiguang Technology,https://www.crunchbase.com/funding_round/weiguang-technology-seed--5437982b,1,Dinghan Investment,Seed,Dinghan Investment,Seed,1,50000000,CNY,6941263,,,,50000000,CNY,6941263,Yes,,https://microlumin.net/,,Seed,,537,
2025-05-13,Tezeus is a company that manufactures electric-assisted bicycle.,Tezeus,https://www.crunchbase.com/organization/tezeus,"Electric Vehicle, Industrial Manufacturing, Manufacturing","Guangdong, Jilin, China, Asia",Seed Round - Tezeus,https://www.crunchbase.com/funding_round/tezeus-seed--6b4e9e6a,3,"Haiyi Investment, Impulse Qingdao Health Tech, Wuxi Huishan Science and Technology Innovation Industry Group",Seed,Wuxi Huishan Science and Technology Innovation Industry Group,Seed,2,50000000,CNY,6941263,,,,60000000,CNY,8348089,Yes,,https://tezeusbike.com/,,Seed,2,538,
2025-05-26,"Embodied Technology is a technology company specializing in the research, development, production, and sales of humanoid robots .",Embodied Technology,https://www.crunchbase.com/organization/embodied-technology,"Agriculture, Industrial Automation, Manufacturing","Chengdu, Sichuan, China, Asia",Seed Round - Embodied Technology,https://www.crunchbase.com/funding_round/embodied-technology-seed--cc1dbe77,2,"Chengdu High-tech Ceyuan Capital, Peikun Investment",Seed,"Chengdu High-tech Ceyuan Capital, Peikun Investment",Seed,1,,,,,,,,,,Yes,,,,Seed,,539,
2025-06-04,Accelerating Evolution is a developer of robots that focuses on artificial intelligence and multi-dimensional modes and control strategies.,Accelerating Evolution,https://www.crunchbase.com/organization/accelerating-evolution,"Artificial Intelligence (AI), Machine Learning, Robotics","Beijing, Beijing, China, Asia",Series A - Accelerating Evolution,https://www.crunchbase.com/funding_round/accelerating-evolution-series-a--f7983f91,6,"Bi'an Times, CMBC International Asset Management, Innoangel Fund, Jinding Capital, Shenzhen Capital Group, Source Code Capital",Early Stage Venture,Shenzhen Capital Group,Series A,4,100000000,CNY,13917497,,,,200000000,CNY,27961455,Yes,,https://boosterobotics.com,,Early Stage Venture,4,541,
2025-05-07,Silicon specializes in the design of optical quantum integrated chips as well as the development of important quantum informational tools.,Silicon Quantum,https://www.crunchbase.com/organization/silicon-quantum,"Information Technology, Manufacturing","Hefei, Anhui, China, Asia",Venture Round - Silicon Quantum,https://www.crunchbase.com/funding_round/silicon-quantum-series-unknown--2b90b507,1,Vertex Ventures China,,Vertex Ventures China,Venture - Series Unknown,2,,,,,,,15000000,CNY,2178301,Yes,,https://www.gz-ichip.com/,,,1,546,
2025-05-13,Jinruida Rare Earth engages in the production and sales of high-performance rare earth permanent magnet materials.,Jinruida Rare Earth,https://www.crunchbase.com/organization/jinruida-rare-earth,"Industrial, Manufacturing","Dezhou, Shandong, China, Asia",Series A - Jinruida Rare Earth,https://www.crunchbase.com/funding_round/jinruida-rare-earth-series-a--18e3d1da,1,Cowin Capital,Early Stage Venture,Cowin Capital,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,,552,
2025-05-13,Hybrdchip is a programmable heterogeneous chip company.,Hybrdchip,https://www.crunchbase.com/organization/hybrdchip,"Information Technology, Software","Beijing, Beijing, China, Asia",Series B - Hybrdchip,https://www.crunchbase.com/funding_round/hybrdchip-series-b--85b4deba,4,"Chuxin Group, Zhuhai Gree Financial Investment Management, Zhuhai Science & Technology Venture Capital, Zhuhai Zhengling Holdings",Early Stage Venture,Chuxin Group,Series B,1,,,,,,,,,,Yes,,https://hybrdchip.com/,,Early Stage Venture,1,560,
2025-06-05,Zhongna Energy is a sodium-ion battery company.,Zhongna Energy,https://www.crunchbase.com/organization/zhongna-energy,"Battery, Energy","Suzhou, Jiangsu, China, Asia",Series A - Zhongna Energy,https://www.crunchbase.com/funding_round/zhongna-energy-series-a--944abe95,2,"Saize Capital, Tiande Investment",Early Stage Venture,"Saize Capital, Tiande Investment",Series A,4,300000000,CNY,41806020,,,,400000000,CNY,55535683,Yes,,http://www.zoolnasm.com,,Early Stage Venture,,561,
2025-05-19,Sipeng Technology is a new form of synthetic biology high-tech company.,Sipeng Technology,https://www.crunchbase.com/organization/sipeng-technology,"Biopharma, Biotechnology, Manufacturing","Shanghai, Shanghai, China, Asia",Seed Round - Sipeng Technology,https://www.crunchbase.com/funding_round/sipeng-technology-seed--6ae65468,1,Shanghai Guotou Futeng Capital,Seed,Shanghai Guotou Futeng Capital,Seed,3,,,,,,,100000000,CNY,14046917,Yes,,http://www.4-life.com.cn,,Seed,,568,
2025-05-26,Senad Technology is a software and hardware technology company with machine vision as the core technology.,Senad Technology,https://www.crunchbase.com/organization/senad-technology,"Information Technology, SaaS, Software","Shanghai, Shanghai, China, Asia",Series B - Senad Technology,https://www.crunchbase.com/funding_round/senad-technology-series-b--dfa2fe82,1,Silicon Harbor Capital,Early Stage Venture,Silicon Harbor Capital,Series B,3,,,,,,,30000000,CNY,4647272,Yes,,https://senad.cn/,,Early Stage Venture,,581,
