Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2008-05-23,Focused Photonics Hangzhou produces and sells instrumentations for environmental monitoring and safety monitoring.,Focused Photonics Hangzhou,https://www.crunchbase.com/organization/focused-photonics-hangzhou,"Construction, Electronics, Manufacturing","Hangzhou, Zhejiang, China, Asia",Series A - Focused Photonics Hangzhou,https://www.crunchbase.com/funding_round/focused-photonics-hangzhou-series-a--3d7e8cc6,1,Cybernaut Venture Capital,Early Stage Venture,Cybernaut Venture Capital,Series A,2,181195000,CNY,26100230,,,,185543680,CNY,26625855,Yes,,http://www.fpi-inc.com/,$500M to $1B,IPO,,"248,980"
2005-08-01,VeriSilicon Holdings is an IC design foundry that provides custom silicon solutions and system-on-chip turnkey services.,VeriSilicon Holdings,https://www.crunchbase.com/organization/verisilicon-holdings,"Cloud Computing, DSP, Manufacturing, Semiconductor","Shanghai, Shanghai, China, Asia",Series B - VeriSilicon Holdings,https://www.crunchbase.com/funding_round/verisilicon-holdings-series-b--fc29210b,8,"Harbinger Ventures, HSBC Private Equity (Asia), IDG Capital, iGlobe Partners, Intel Capital, International Finance Corporation, KTB Ventures, WI Harper Group",Early Stage Venture,HSBC Private Equity (Asia),Series B,11,14800000,USD,14800000,,,,96663991,USD,96663991,Yes,,http://www.verisilicon.com,$100M to $500M,IPO,1,"249,875"
2006-12-01,"Jiangsu Shunda Semiconductor Development is a manufacturer of polysilicon, monocrystalline ingots and wafers.",Jiangsu Shunda Semiconductor Development,https://www.crunchbase.com/organization/jiangsu-shunda-semiconductor-development,"Developer Platform, Manufacturing, Semiconductor","Yangzhou, Jiangsu, China, Asia",Private Equity Round - Jiangsu Shunda Semiconductor Development,https://www.crunchbase.com/funding_round/jiangsu-shunda-semiconductor-development-private-equity--5a18e14d,4,"Actis, Jolmo Capital, Merrill Lynch, WaiChun Technology",Private Equity,Actis,Private Equity,1,82000000,USD,82000000,,,,82000000,USD,82000000,Yes,,,,M&A,,"253,410"
2000-01-31,MeetChina.com China's leading international trade portal.,MeetChina.com,https://www.crunchbase.com/organization/meetchina-com,"Customer Service, E-Commerce, Marketing","Shenzhen, Guangdong, China, Asia",Venture Round - MeetChina.com,https://www.crunchbase.com/funding_round/meetchina-com-series-unknown--b0cec1a3,2,"Citi Ventures, SBCVC",,"Citi Ventures, SBCVC",Venture - Series Unknown,2,10800000,USD,10800000,,,,40800000,USD,40800000,Yes,,http://www.meetchina.com,$10M to $50M,Late Stage Venture,,"255,989"
2008-06-05,"China LiNong International, Ltd. produces green vegetables.",China LiNong International,https://www.crunchbase.com/organization/china-linong-international,Farming,"Shenzhen, Guangdong, China, Asia",Venture Round - China LiNong International,https://www.crunchbase.com/funding_round/china-linong-international-series-unknown--a16be706,3,"Sequoia Capital, SIG China (SIG Asia Investments), Walden International",,SIG China (SIG Asia Investments),Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.landvchina.com/,,,,"264,652"
2006-07-06,Dangdang is a B2C-based e-commerce company in China offering a large selection of products both online and offline.,DangDang.com,https://www.crunchbase.com/organization/dangdang-com,"B2C, E-Commerce, Retail, Service Industry","Beijing, Beijing, China, Asia",Series C - DangDang.com,https://www.crunchbase.com/funding_round/dangdang-com-series-c--c636f2dc,3,"DCM Ventures, Funding Global Innovation, IDG Capital",Late Stage Venture,DCM Ventures,Series C,3,30000000,USD,30000000,,,,47000000,USD,47000000,Yes,,http://www.dangdang.com,,IPO,,"264,685"
2007-01-01,Jushi specializes in the manufacture and sales of fiberglass and its fabrics.,Jushi,https://www.crunchbase.com/organization/jushi-6daf,"Advanced Materials, Manufacturing, Sales","Tongxiang, Zhejiang, China, Asia",Post-IPO Equity - Jushi,https://www.crunchbase.com/funding_round/jushi-6daf-post-ipo-equity--aadad4fe,1,Hony Capital,,Hony Capital,Post-IPO Equity,1,74690000,USD,74690000,,,,74690000,USD,74690000,Yes,,https://jushi.com/,,IPO,,"266,022"
2008-06-01,Jiangsu Zhongneng Polysilicon Technology Development is manufactures and sells polysilicon and related products.,Jiangsu Zhongneng Polysilicon Technology Development,https://www.crunchbase.com/organization/jiangsu-zhongneng-polysilicon-technology-development,"Manufacturing, Semiconductor","Xuzhou, Jiangsu, China, Asia",Venture Round - Jiangsu Zhongneng Polysilicon Technology Development,https://www.crunchbase.com/funding_round/jiangsu-zhongneng-polysilicon-technology-development-series-unknown--a72c3805,1,Milestone Capital China,,Milestone Capital China,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,M&A,,"266,115"
2007-11-30,UNIFLY is a manufacturer of lubricating oil products for vehicles.,UNIFLY,https://www.crunchbase.com/organization/unifly-6222,"Automotive, Electric Vehicle, Sales","Beijing, Beijing, China, Asia",Angel Round - UNIFLY,https://www.crunchbase.com/funding_round/unifly-6222-angel--95e11cfa,14,"Aosheng Investment, Fortune Link, Goddess Media, Hui Shi Jin Tou Zi, Jiangsu ChangfengXinda Venture Investment, Lotus Lake Ventures, Ruiantai Touzi, Shanghai Xuntian Investment, Shanghai Yingbo Enterprise Development, Shanghai Yingjieyu Investment Management, ShiYuKe TouZi, Suizhoushi Jiahe Zhilenggongcheng, Yongji Touzi, Zhong Rui Jia Yuan Touzi",Seed,,Angel,6,2880000,CNY,389440,,,,197120500,CNY,30287364,Yes,,http://www.unifly.com.cn/,$1M to $10M,IPO,,"266,803"
2008-08-26,"Beijing Beilu Pharmaceutical mainly engaged in the research & development, production and sales of pharmaceutical products.",Beijing Beilu Pharmaceutical,https://www.crunchbase.com/organization/beijing-beilu-pharmaceutical,,"Beijing, Beijing, China, Asia",Private Equity Round - Beijing Beilu Pharmaceutical,https://www.crunchbase.com/funding_round/beijing-beilu-pharmaceutical-private-equity--fc2d2796,1,Infotech Ventures,Private Equity,Infotech Ventures,Private Equity,1,9700000,USD,9700000,,,,9700000,USD,9700000,Yes,,http://www.beilu.com.cn/beilu-sc/,,IPO,,"267,182"
2004-06-17,UNISOC is a semiconductor company committed to the independent research and development of core chipsets in mobile communications and IoT.,UNISOC,https://www.crunchbase.com/organization/unisoc,"Consumer Electronics, Hardware, Manufacturing, Semiconductor, Telecommunications","Shanghai, Shanghai, China, Asia",Series C - UNISOC,https://www.crunchbase.com/funding_round/unisoc-series-c--2f28b3e7,6,"Fortunetech Investment Fund, Hua Hong International USA LLC (HHUSA), Legend Capital, New Enterprise Associates, Pacific Venture Group, Vertex Advertising",Late Stage Venture,New Enterprise Associates,Series C,8,35200000,USD,35200000,,,,2135754369,USD,2135754369,Yes,,http://www.unisoc.com,$10B+,,1,"268,781"
2007-09-01,Juren Educational Group is a private Chinese educational institution with over 100 school branches all over China.,Juren Educational,https://www.crunchbase.com/organization/juren-educational,Education,"Haidian, Beijing, China, Asia",Venture Round - Juren Educational,https://www.crunchbase.com/funding_round/juren-educational-series-unknown--b9c7cd81,2,"Qiming Venture Partners, SIG China (SIG Asia Investments)",,SIG China (SIG Asia Investments),Venture - Series Unknown,1,20000000,USD,20000000,,,,20000000,USD,20000000,Yes,,http://www.juren.com,,,,"275,341"
2008-04-01,Junshi (China) Energy researches and develops HDT heterojunction solar cell technology.,GS Solar,https://www.crunchbase.com/organization/gs-solar,,"Quanzhou, Fujian, China, Asia",Series A - GS Solar,https://www.crunchbase.com/funding_round/gs-solar-series-a--5937ebb4,2,"IDG Capital, Morgan Stanley",Early Stage Venture,IDG Capital,Series A,1,100000000,USD,100000000,,,,100000000,USD,100000000,Yes,,http://www.gs-solar.com,,Early Stage Venture,,"276,468"
2007-11-01,Easpring Material Technology is a Chinese high-tech enterprise engaged in the research and development of new energy materials.,Easpring Material Technology,https://www.crunchbase.com/organization/beijing-easpring-material-technology-co-ltd,"Energy, Industrial, Mechanical Engineering","Beijing, Beijing, China, Asia",Series A - Easpring Material Technology,https://www.crunchbase.com/funding_round/beijing-easpring-material-technology-co-ltd-series-a--19d73e5c,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,29000000,CNY,3889533,,,,29000000,CNY,3889533,Yes,,http://www.easpring.com,$1B to $10B,IPO,,"281,409"
2008-11-01,Haoxiangni Jujube Industry is a food production and processing unit that focuses on Jujube cultivation.,Haoxiangni Jujube Industry,https://www.crunchbase.com/organization/haoxiangni-jujube-industry,"Food and Beverage, Food Processing, Manufacturing","Zhengzhou, Henan, China, Asia",Series A - Haoxiangni Jujube Industry,https://www.crunchbase.com/funding_round/haoxiangni-jujube-industry-series-a--5267204f,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,45000000,CNY,6577245,,,,45000000,CNY,6577245,Yes,,http://www.haoxiangni.cn,$100M to $500M,IPO,,"281,630"
2006-12-01,Baolihua New Energy is a electrical and electronic manufacturing company.,Baolihua New Energy,https://www.crunchbase.com/organization/guangdong-baolihua-new-energy-stock,"Construction, Energy, Manufacturing","Guangdong, Jilin, China, Asia",Post-IPO Equity - Baolihua New Energy,https://www.crunchbase.com/funding_round/guangdong-baolihua-new-energy-stock-post-ipo-equity--a58cd5f6,1,Shenzhen Capital Group,,Shenzhen Capital Group,Post-IPO Equity,1,28500000,CNY,3637446,,,,28500000,CNY,3637446,Yes,,http://www.baolihua.com.cn,$500M to $1B,IPO,,"281,645"
2008-08-01,Zhongjia MRO Company is a Chinese high-tech enterprise that professionally maintains airplane avionic electronic equipment.,Zhongjia MRO,https://www.crunchbase.com/organization/shanghai-zhongjia-mro-company,"Consumer Electronics, Electronics, Enterprise Software, Manufacturing, Sales","Shanghai, Shanghai, China, Asia",Series A - Zhongjia MRO,https://www.crunchbase.com/funding_round/shanghai-zhongjia-mro-company-series-a--c9adebf3,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,10000000,CNY,1461309,,,,10000000,CNY,1461309,Yes,,http://www.zj-mro.com,Less than $1M,Early Stage Venture,,"281,356"
2000-09-01,Shenzhen Das Intellitech is a Chinese company providing architecture intellectualization and energy-saving services.,Shenzhen Das Intellitech,https://www.crunchbase.com/organization/shenzhen-dashi-intelligence-co-ltd,Enterprise Software,"Shenzhen, Guangdong, China, Asia",Series A - Shenzhen Das Intellitech,https://www.crunchbase.com/funding_round/shenzhen-dashi-intelligence-co-ltd-series-a--dc189038,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,4500000,CNY,543791,,,,4500000,CNY,543791,Yes,,http://www.chn-das.com,,IPO,,"281,590"
2007-12-01,ZQGame is an interactive entertainment publisher and developer specializing in fun and immersive games for smartphone and tablet devices.,ZQGame,https://www.crunchbase.com/organization/zqgame,"Gaming, Online Games, Video Games","Shenzhen, Guangdong, China, Asia",Series A - ZQGame,https://www.crunchbase.com/funding_round/zqgame-series-a--774ca08b,1,Shenzhen Capital Group,Early Stage Venture,Shenzhen Capital Group,Series A,1,31200000,CNY,4215796,,,,31200000,CNY,4215796,Yes,,http://zqgame.com,$1M to $10M,IPO,,"281,614"
2000-01-18,"Alibaba Group operates an online marketplace that connects buyers and sellers across various sectors, facilitating e-commerce transactions.",Alibaba Group,https://www.crunchbase.com/organization/alibaba,"Association, B2B, Information Technology, Office Supplies, Shopping","Hangzhou, Zhejiang, China, Asia",Series B - Alibaba Group,https://www.crunchbase.com/funding_round/alibaba-series-b--6acff585,5,"Fidelity Ventures, Goldman Sachs, SoftBank, Transfac Capital, Venture TDF",Early Stage Venture,SoftBank,Series B,19,20000000,USD,20000000,,,,18907000000,USD,18907000000,Yes,,https://www.alibabagroup.com,$10B+,IPO,1,"282,952"
2000-09-01,Baidu is a search engine that enables individuals to obtain information and finds what they need.,Baidu,https://www.crunchbase.com/organization/baidu,"Internet, Search Engine, Social Network","Beijing, Beijing, China, Asia",Series B - Baidu,https://www.crunchbase.com/funding_round/baidu-series-b--56934954,4,"ePlanet Capital, IDG Capital, Integrity Partners, Peninsula Capital",Early Stage Venture,ePlanet Capital,Series B,4,10000000,USD,10000000,,,,2026200000,USD,2026200000,Yes,,http://www.baidu.com,$10B+,IPO,2,"284,266"
